timestamp,accel_x,accel_y,accel_z,ang_vel_x,ang_vel_y,ang_vel_z
1746776054.7445965,0.3183477745696219,-0.16978374590938206,-9.811117388904126,0.0037746868842132644,0.011354252426249455,-0.2147668690620374
1746776054.7645879,0.3183477745696219,-0.16978374590938206,-9.811117388904126,0.0037746868842132644,0.011354252426249455,-0.2147668690620374
1746776054.784448,0.32509008494006875,-0.17305797472105278,-9.804638869851841,0.005849961577325709,-0.0011280352901953507,-0.2157687099263555
1746776054.8045225,0.32509008494006875,-0.17305797472105278,-9.804638869851841,0.005849961577325709,-0.0011280352901953507,-0.2157687099263555
1746776054.824646,0.32509008494006875,-0.17305797472105278,-9.804638869851841,0.005849961577325709,-0.0011280352901953507,-0.2157687099263555
1746776054.8446336,0.32509008494006875,-0.17305797472105278,-9.804638869851841,0.005849961577325709,-0.0011280352901953507,-0.2157687099263555
1746776054.8645678,0.32509008494006875,-0.17305797472105278,-9.804638869851841,0.005849961577325709,-0.0011280352901953507,-0.2157687099263555
1746776054.88438,0.31872602065265565,-0.17730631253813206,-9.798449114733192,0.006254045196413068,-0.013470967544329273,-0.21645038578203937
1746776054.9045603,0.31872602065265565,-0.17730631253813206,-9.798449114733192,0.006254045196413068,-0.013470967544329273,-0.21645038578203937
1746776054.924589,0.31872602065265565,-0.17730631253813206,-9.798449114733192,0.006254045196413068,-0.013470967544329273,-0.21645038578203937
1746776054.9444392,0.31872602065265565,-0.17730631253813206,-9.798449114733192,0.006254045196413068,-0.013470967544329273,-0.21645038578203937
1746776054.9644976,0.31872602065265565,-0.17730631253813206,-9.798449114733192,0.006254045196413068,-0.013470967544329273,-0.21645038578203937
1746776054.984397,0.29971565981002357,-0.18059635003424213,-9.79279749386315,0.005099044153622681,-0.025172734038931714,-0.21683494436616246
1746776055.0045357,0.29971565981002357,-0.18059635003424213,-9.79279749386315,0.005099044153622681,-0.025172734038931714,-0.21683494436616246
1746776055.0245075,0.29971565981002357,-0.18059635003424213,-9.79279749386315,0.005099044153622681,-0.025172734038931714,-0.21683494436616246
1746776055.0445569,0.29971565981002357,-0.18059635003424213,-9.79279749386315,0.005099044153622681,-0.025172734038931714,-0.21683494436616246
1746776055.0646229,0.29971565981002357,-0.18059635003424213,-9.79279749386315,0.005099044153622681,-0.025172734038931714,-0.21683494436616246
1746776055.0843937,0.2690064048306938,-0.1814682976834447,-9.787857409088177,0.002810847089946874,-0.03576410888767955,-0.21694289510632872
