timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
1747073288.5978377,0.3999999999999999,0.0,0.0,0.5,0.0,0.0
1747073288.697837,0.4499999999999999,0.0,0.0,0.5,0.0,0.0
1747073288.797843,0.4999999999999999,0.0,0.0,0.5,0.0,0.0
1747073288.8978677,0.5499999999999998,0.0,0.0,0.5,0.0,0.0
1747073288.9978664,0.5999999999999999,0.0,0.0,0.5,0.0,0.0
1747073289.0978723,0.6499999999999999,0.0,0.0,0.5,0.0,0.0
1747073289.1978602,0.7,0.0,0.0,0.5,0.0,0.0
1747073289.2978659,0.75,0.0,0.0,0.5,0.0,0.0
1747073289.397853,0.8,0.0,0.0,0.5,0.0,0.0
1747073289.4978411,0.8500000000000001,0.0,0.0,0.5,0.0,0.0
1747073289.5978405,0.9000000000000001,0.0,0.0,0.5,0.0,0.0
1747073289.6978679,0.9500000000000002,0.0,0.0,0.5,0.0,0.0
1747073289.797859,1.0,0.0,0.0,0.5,0.0,0.0
1747073289.8979237,1.05,0.0,0.0,0.5,0.0,0.0
1747073289.997903,1.1,0.0,0.0,0.5,0.0,0.0
1747073290.0978937,1.1500000000000001,0.0,0.0,0.5,0.0,0.0
1747073290.1978686,1.2000000000000002,0.0,0.0,0.5,0.0,0.0
1747073290.297858,1.2500000000000002,0.0,0.0,0.5,0.0,0.0
1747073290.397862,1.3000000000000003,0.0,0.0,0.5,0.0,0.0
1747073290.4978428,1.3500000000000003,0.0,0.0,0.5,0.0,0.0
1747073290.5978615,1.4000000000000004,0.0,0.0,0.5,0.0,0.0
1747073290.6978526,1.4500000000000004,0.0,0.0,0.5,0.0,0.0
1747073290.797862,1.5000000000000004,0.0,0.0,0.5,0.0,0.0
1747073290.897867,1.5500000000000005,0.0,0.0,0.5,0.0,0.0
1747073290.9978576,1.6000000000000005,0.0,0.0,0.5,0.0,0.0
1747073291.0978618,1.6500000000000006,0.0,0.0,0.5,0.0,0.0
1747073291.197838,1.7000000000000006,0.0,0.0,0.5,0.0,0.0
1747073291.297845,1.7500000000000007,0.0,0.0,0.5,0.0,0.0
1747073291.3978384,1.8000000000000007,0.0,0.0,0.5,0.0,0.0
1747073291.497836,1.8500000000000008,0.0,0.0,0.5,0.0,0.0
1747073291.5978515,1.9000000000000008,0.0,0.0,0.5,0.0,0.0
1747073291.6978397,1.9500000000000008,0.0,0.0,0.5,0.0,0.0
1747073291.797842,2.0000000000000004,0.0,0.0,0.5,0.0,0.0
1747073291.8978593,2.0500000000000003,0.0,0.0,0.5,0.0,0.0
1747073291.9978464,2.1,0.0,0.0,0.5,0.0,0.0
1747073292.0978806,2.15,0.0,0.0,0.5,0.0,0.0
1747073292.1978717,2.1999999999999997,0.0,0.0,0.5,0.0,0.0
1747073292.2978659,2.2499999999999996,0.0,0.0,0.5,0.0,0.0
1747073292.3978615,2.2999999999999994,0.0,0.0,0.5,0.0,0.0
1747073292.497842,2.349999999999999,0.0,0.0,0.5,0.0,0.0
1747073292.5978727,2.399999999999999,0.0,0.0,0.5,0.0,0.0
1747073292.6978376,2.449999999999999,0.0,0.0,0.5,0.0,0.0
1747073292.797863,2.4999999999999987,0.0,0.0,0.5,0.0,0.0
1747073292.8978677,2.5499999999999985,0.0,0.0,0.5,0.0,0.0
1747073292.9978502,2.5999999999999983,0.0,0.0,0.5,0.0,0.0
