timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw
1746445071.2593966,-0.9401039828903927,-1.8964645718700808,-0.007398040503162539,0.5115423891363262,-0.0443011855964221,-0.001967468139565655,-2.4693647400086167
1746445071.359381,-0.9826103265040058,-1.9252975689770087,-0.008287231010677522,0.511931334606798,-0.044666179642843716,-0.002105240008914385,-2.4481806084659046
1746445071.45938,-1.0245237713350948,-1.955021675807964,-0.008819157140823458,0.511830086088315,-0.04465965880422404,-0.0021565753557309373,-2.427105069752639
1746445071.5593982,-1.0657707012893618,-1.985608890068082,-0.008977216695910393,0.5112495361961488,-0.04442073816399603,-0.0021205836006951747,-2.4061595493716066
1746445071.6593785,-1.1062913523546807,-2.0170162318927525,-0.008761432342036931,0.5102196040647492,-0.04411572601040016,-0.001999880927082751,-2.3853663361004394
1746445071.7593868,-1.1460430103260264,-2.0491879527457697,-0.008187649666066062,0.5087876879364942,-0.04389821675644702,-0.0018004212758206154,-2.3647474525115406
1746445071.859411,-1.184999991151069,-2.082060683551022,-0.007286141644117162,0.5070165492024777,-0.04386843799589157,-0.0015312154268546081,-2.344323551048195
1746445071.959401,-1.2231506239729424,-2.1155704454785567,-0.006099772351915609,0.5049816949461997,-0.04405939365710847,-0.0012039469915338017,-2.324113900512607
1746445072.0594041,-1.2604931354476947,-2.149659126342431,-0.004681797960916924,0.5027683234018769,-0.04443856481297073,-0.0008324940559982714,-2.3041360255486056
1746445072.1593692,-1.2970309869807606,-2.184279835262589,-0.0030933961553794792,0.500467910041424,-0.04492099660505669,-0.00043236798335663523,-2.2844063392958014
1746445072.2593958,-1.332769105493632,-2.219399975003914,-0.0014010379829192234,0.4981745323067405,-0.04539729851567335,-2.0085006483371425e-05,-2.2649410170149737
1746445072.3594124,-1.367711920858296,-2.25500165858074,0.000326184836101646,0.49598105830304967,-0.04576453220411611,0.00038750824576962926,-2.245756529698539
1746445072.4594035,-1.401863429211967,-2.2910798199923286,0.002019191229282233,0.4939753521591184,-0.045952604794044956,0.0007739284611085965,-2.2268695945304415
1746445072.559404,-1.4352288625824405,-2.32763884695849,0.0036114521921765843,0.49223666781370284,-0.045937139259258,0.0011237374232360743,-2.2082966147364407
1746445072.6594124,-1.4678171054339746,-2.3646887482702548,0.005041404524708491,0.4908324080000192,-0.04574381842404669,0.001423178779239491,-2.1900529325838747
1746445072.7593715,-1.499642810541622,-2.402241789511114,0.006254686585483152,0.4898154127575888,-0.04542438421696626,0.00166073792007,-2.1721522761345904
1746445072.8593745,-1.5307268700943468,-2.4403105212468477,0.007206100768303477,0.48922191202608206,-0.04505167922705676,0.0018275975288031567,-2.1546076366616798
1746445072.9593844,-1.561096715576257,-2.4789060464284565,0.007861231033504393,0.4890702341722728,-0.0446940519401705,0.0019179682923799377,-2.1374301844684425
1746445073.0594056,-1.5907838177380398,-2.5180382039205473,0.00819764146785413,0.48936031939643354,-0.044391805109125874,0.0019292814982080034,-2.120630399280188
1746445073.1594012,-1.6198204973463102,-2.5577160427451715,0.008205603226680814,0.4900740337302926,-0.044152470147834515,0.001862239584180324,-2.104218456158039
