timestamp,accel_x,accel_y,accel_z,ang_vel_x,ang_vel_y,ang_vel_z
1746729054.0177891,0.48692401930160306,-0.31482142393086454,-9.791387624684708,0.0017344050480677699,-0.021486189080962254,-0.2136074230131939
1746729054.037842,0.5076819167186605,-0.24354572568842459,-9.57845675845041,0.008347143557992731,-0.016200387676490725,-0.21672707830065036
1746729054.0578158,0.33365482892412357,-0.10731952240650086,-9.891207560268365,-0.00014305629283042215,-0.02121770103189079,-0.21489329146466957
1746729054.0778503,0.6460074652100626,-0.3767882767513907,-9.4435452450199,-0.0030822021803585493,-0.023327103968441298,-0.2141877160794596
1746729054.0977824,0.2833030851347769,-0.06920489861553278,-9.981235016376896,-0.006448574334001426,-0.02671574340567724,-0.21080830566607245
1746729054.1176443,0.21797164395936855,-0.0015132318740160855,-9.984360369842305,-0.00027512909358214316,-0.041773309168589214,-0.21051195543646137
1746729054.1377625,0.37503043479890286,-0.21187254736468839,-9.804324546245457,0.0014874186071941553,-0.035575461912491106,-0.2110195334840961
1746729054.157803,0.3748523465016042,-0.1584081441698008,-9.810970994713573,0.002700681955540024,-0.03884869512382625,-0.21588213756955357
1746729054.177848,0.3960605089725229,-0.17513366124901392,-9.811032090561056,0.00017617791002276528,-0.04205701913171409,-0.21365241116126374
1746729054.1978335,0.41909922865113264,-0.1948977961863506,-9.685573286339897,0.002015938759539291,-0.037553888555742175,-0.21519320043981846
1746729054.2176583,0.5300928067858101,-0.33479016022998787,-9.440611081503002,-0.0015521394561603162,-0.05608868493045538,-0.21311642046216608
1746729054.2378793,0.13919866890221144,0.0546908669069959,-9.910246653895316,-0.01005282464169115,-0.058085717318709276,-0.21070991170673073
1746729054.2577705,0.20109778517402693,0.04021946043228293,-9.787865411571772,9.760215700589051e-05,-0.05453397585535382,-0.21156880197690858
1746729054.277824,0.18624560604346999,-0.005528026184508733,-9.945461802389794,0.004324317478875455,-0.0467417439466048,-0.21344998265094067
1746729054.297819,0.11966990027653793,0.046185295515175195,-9.991065145432263,0.006016490225414807,-0.04786708346269907,-0.21120260026098334
1746729054.3175528,0.37608975568115577,-0.30682792467420195,-9.681878637428525,0.005709164112126401,-0.05803108209805362,-0.21258056731048675
1746729054.3379116,0.5371610529457335,-0.54586273833078,-9.491086771238399,-0.0020298159626716394,-0.07004557212085219,-0.20728229124033037
1746729054.357878,0.14783908491609113,0.02581684463434139,-9.790358393363524,-0.0008126089946100083,-0.0651636760351762,-0.2069684884728673
1746729054.3778217,0.41406286487513466,-0.281797438274045,-9.600712517634342,0.01631116306595983,-0.05224803620169157,-0.21342991738651948
1746729054.3978064,-0.04739653558002782,0.21679791632193188,-10.10648827803719,0.010585045482826579,-0.0559645267567245,-0.21786073022259533
1746729054.417667,0.15140490896340245,-0.14895880412218493,-9.850135310616126,0.00674902138294232,-0.06906194585956665,-0.2103215660305068
1746729054.4378061,0.7127576081822209,-0.7187035252569569,-9.134233597224425,0.0016218843581628914,-0.07245279026620917,-0.21107841943719224
1746729054.4577591,0.32589580338977286,-0.3381122180729249,-9.714629698100795,0.009267657884598185,-0.06326390413919589,-0.21111546536043774
1746729054.477787,0.24219284883398778,-0.2493066680343631,-9.763133653382694,0.010783055791755522,-0.06469181167338273,-0.21126356681970596
1746729054.4976847,0.24289152443133163,-0.185791124929596,-9.66821423347568,0.006876995077088608,-0.06876204602624826,-0.2161389699339778
1746729054.5176463,0.04316709010199617,-0.051268523687469605,-9.823190288545904,0.01712548468704135,-0.06492914089202627,-0.21417863391827793
1746729054.5378654,0.1485633630503475,-0.19961699010058825,-9.731975565849465,0.010480450789679928,-0.0667806489604493,-0.21361712913358916
1746729054.557794,0.1717910961414206,-0.19886824543827059,-9.718745198542571,0.011030998687261588,-0.06928323967885357,-0.2119591526284548
1746729054.5778742,0.3293947811337921,-0.41255714116452685,-9.582332624226297,0.010433051929073327,-0.06856262043770522,-0.21223765341536055
1746729054.5978067,0.13996639986382842,-0.176360345558423,-9.676683386842491,0.014681694493990217,-0.06552467821954905,-0.2137066241360029
1746729054.6176584,-0.022620973434858794,-0.09350891921217212,-9.77989131614459,0.00012623176572944326,-0.07575697930513953,-0.20914876675536836
1746729054.6379848,-0.048039713172622484,-0.04245393574829562,-9.819617436996376,0.016423684758743368,-0.06468910644424593,-0.20949833355302244
1746729054.6578808,-0.1186691542918803,-0.0420456763639849,-9.960745333959588,0.0005897341548052062,-0.07567495442731527,-0.20933661619589625
1746729054.6777558,-0.08000769667257727,-0.0103088758117163,-9.886046886877708,-0.008386382966636017,-0.0815921512172079,-0.20798795391364577
1746729054.6978316,0.07938765989716971,-0.1727133807993624,-9.655917635511422,0.00532553647176293,-0.07220784320434079,-0.21047078197905136
1746729054.717609,-0.3306848419194537,0.15681291204402514,-10.151331865288075,-0.0091762222884871,-0.07487448137046177,-0.20499049541158243
1746729054.73793,0.027512443246156593,-0.22065187702310934,-9.625641035976379,0.010225483461575376,-0.06146942305270383,-0.21007365331816943
1746729054.757778,-0.0473657522159877,-0.1844915605783941,-9.784409069716085,-0.0076090790344339925,-0.07871312921509437,-0.20640279170244072
1746729054.777825,-0.0955304108114748,-0.09536645524227622,-9.874186901487345,-0.003782017995404871,-0.07671472202872535,-0.2072249194535829
1746729054.7978966,0.12925546790949932,-0.3487105993587285,-9.576182075527356,-0.003600090528870784,-0.07440894246836646,-0.20868649497093766
1746729054.8175948,0.18754605190547466,-0.4478456271240368,-9.404957789982452,-0.012480203493997338,-0.07357602237031474,-0.20607649091260544
1746729054.8377688,0.09548400868558753,-0.400500456702034,-9.508765313900627,-0.018949589752763354,-0.07858821014920768,-0.20298984236713144
1746729054.8578813,-0.025125534838694452,-0.23213798028977004,-9.666559016857803,-0.004477154286858501,-0.06679845854838383,-0.20684879448590818
1746729054.877755,-0.049337366071296546,-0.20558950758182945,-9.678494766358844,0.003296285837098704,-0.05778091248944732,-0.20850744520122078
1746729054.8978255,0.08335728132930019,-0.32934713609267563,-9.566210193416238,-0.0034733963715871683,-0.0659538321604517,-0.20834746480549218
1746729054.9176493,-0.20252277228305887,-0.08176329550319486,-9.719502461821431,-0.009566144345379467,-0.05908714372067772,-0.20734127159300525
1746729054.9377782,-0.09006261336076296,-0.21467104394395425,-9.636516977541653,-0.0014095718276409853,-0.0555056990814592,-0.20829038775781986
1746729054.957643,-0.12220336878335553,-0.17733989717261273,-9.594189445043384,-0.013355006366100238,-0.062454765990858196,-0.20649771532017083
1746729054.977666,-0.21401732521506506,-0.10784161348649382,-9.818881221945055,-0.018412287178196388,-0.06426179763327602,-0.20195563226956495
1746729054.9978068,-0.2283551730018803,-0.10168427210960065,-9.850237943547715,-0.013928233660497865,-0.06106322359882306,-0.20858322170183363
1746729055.0176542,-0.46160378989885964,0.08042540107794435,-10.006734240821986,-0.009926445625180512,-0.04692096074822596,-0.20562840380316094
1746729055.03782,-0.20678751895076958,-0.18451550251424578,-9.762742303985577,-0.010353438636127145,-0.050485342871318,-0.20472275953867955
