timestamp,yaw
1746728392.8759093,-1.869122624215787
1746728392.975961,-1.8507736768641732
1746728393.076043,-1.832569932944304
1746728393.1759436,-1.8145288215833177
1746728393.2760527,-1.7966698372695609
1746728393.3759696,-1.7790136126947231
1746728393.4759705,-1.7615803833412338
1746728393.5760171,-1.7443886164863431
1746728393.675927,-1.7274544862354138
1746728393.775987,-1.7107921300937032
1746728393.8759654,-1.6944145547768736
1746728393.9759557,-1.6783345506097653
1746728394.0759637,-1.6625651634841434
1746728394.1760142,-1.6471194951848722
1746728394.2760122,-1.632010002314233
1746728394.376072,-1.6172477341907885
1746728394.475955,-1.6028418665337199
1746728394.5760193,-1.5887995592911874
1746728394.675973,-1.5751245588973335
1746728394.7759998,-1.5618186036523665
1746728394.8759444,-1.5488916477897032
1746728394.9760234,-1.5363520775261872
1746728395.0759184,-1.5242059100630796
1746728395.1759427,-1.5124574463709903
1746728395.2759924,-1.5011092865823592
1746728395.375987,-1.4901623612170165
1746728395.475908,-1.4796161311437581
1746728395.5760133,-1.4694688592159015
1746728395.6759315,-1.4597180324899537
1746728395.7759478,-1.4503615225512447
1746728395.8759134,-1.4413969174012307
1746728395.9759345,-1.4328211827762583
1746728396.0759554,-1.424630386601788
1746728396.1759562,-1.4168203791362026
1746728396.2759798,-1.4093858354431286
1746728396.3759003,-1.402320328030465
1746728396.4759321,-1.3956178413489746
1746728396.5760374,-1.389272110800642
1746728396.6759408,-1.3832768779019633
1746728396.7759006,-1.3776260247439915
1746728396.8761797,-1.3723133933867973
1746728396.9759357,-1.3673327565020361
1746728397.0759418,-1.3626775925853953
1746728397.1759338,-1.3583410067376078
1746728397.2759492,-1.3543158821935013
1746728397.3759289,-1.3505949717172168
1746728397.4759815,-1.3471709653104251
1746728397.575937,-1.3440365442874116
1746728397.675958,-1.341184344163146
1746728397.775915,-1.3386068819491705
1746728397.8759255,-1.3362965023490139
1746728397.9759724,-1.334245327382563
1746728398.0760136,-1.332445059190408
1746728398.1759663,-1.3308869950042392
1746728398.2759185,-1.3295634469670101
1746728398.3759286,-1.328465462347417
1746728398.4759388,-1.3275823137821388
1746728398.5759187,-1.3269082126169294
1746728398.6759214,-1.3264369119750352
1746728398.7759328,-1.3261601830584606
1746728398.8759189,-1.3260681103805019
1746728398.9759147,-1.3261539069726227
1746728399.0759509,-1.3264100965712902
1746728399.1759465,-1.326829205954092
1746728399.2759557,-1.3274032957192718
1746728399.3759384,-1.3281240318707277
1746728399.475946,-1.3289839080881087
1746728399.579728,-1.3299753853904561
1746728399.6759248,-1.3310908254100944
1746728399.7759898,-1.3323225033486688
1746728399.8759594,-1.3336626201572923
1746728399.975953,-1.3351039335555615
1746728400.0759897,-1.3366393982687876
1746728400.1760285,-1.3382620442756914
1746728400.27594,-1.3399650380745172
1746728400.3759954,-1.3417418423768939
1746728400.4760344,-1.3435860907015944
1746728400.5759509,-1.3454915322533867
1746728400.6759531,-1.3474519934607831
1746728400.775958,-1.3494619232756517
1746728400.8759775,-1.3515143111403607
1746728400.9760323,-1.3536000328920699
1746728401.0759983,-1.3557174299537298
1746728401.1759708,-1.357864245075968
1746728401.2759383,-1.3600368612212688
1746728401.3759253,-1.362231338633249
1746728401.4759798,-1.3644436796961266
1746728401.5759428,-1.3666700266143597
1746728401.6759524,-1.3689066918978057
1746728401.7759895,-1.3711501429654394
1746728401.875926,-1.3733970233564383
1746728401.9759169,-1.3756441597112667
1746728402.0759518,-1.377888550089712
1746728402.1760318,-1.3801273833738246
1746728402.2759306,-1.3823580287090886
1746728402.3759322,-1.3845780085771253
1746728402.4759617,-1.3867849680168707
1746728402.5759127,-1.3889766446350702
1746728402.6759815,-1.3911508351501893
1746728402.7760198,-1.393305385797704
1746728402.8760054,-1.3954382001937842
1746728402.9759243,-1.3975472378685807
1746728403.0759256,-1.399630536426279
1746728403.1759627,-1.4016862224281614
1746728403.275954,-1.403712530095344
1746728403.375965,-1.4057077918790422
1746728403.4759476,-1.407670438153241
1746728403.575942,-1.4095990112754897
1746728403.6759312,-1.4114921721868567
1746728403.7759297,-1.4133487122484025
1746728403.8759444,-1.4151675507470616
1746728403.9760015,-1.4169477446708616
1746728404.0759344,-1.4186885026630067
1746728404.1759846,-1.420389160817756
1746728404.276017,-1.4220491980883876
1746728404.3760498,-1.4236682235002325
1746728404.4759388,-1.425245970338971
1746728404.575917,-1.426782297989512
1746728404.675933,-1.4282771860035832
1746728404.7759147,-1.429730718853429
1746728404.8759363,-1.431143065790792
1746728404.9760242,-1.432514560592264
1746728405.0759158,-1.4338456061898859
1746728405.1759176,-1.435136650077532
1746728405.2759857,-1.4363881783334362
1746728405.3759718,-1.4376007139778912
1746728405.475938,-1.4387747924554348
1746728405.5759652,-1.4399109524508145
1746728405.676011,-1.4410097692137829
1746728405.7759225,-1.4420718141019573
1746728405.875948,-1.4430976487151248
1746728405.9759455,-1.4440878162465507
1746728406.0759773,-1.4450428394312664
1746728406.1760082,-1.4459632680972925
1746728406.2761207,-1.4468496319205215
1746728406.375938,-1.447702445559011
1746728406.4759214,-1.448521773550072
1746728406.5759985,-1.44930705425562
1746728406.6760387,-1.4500597842831267
1746728406.7759807,-1.4507811123617949
1746728406.875958,-1.4511564848460696
1746728406.9759018,-1.449671536429542
1746728407.075965,-1.4446559230334808
1746728407.1759253,-1.434597879823962
1746728407.275955,-1.4181324012991212
1746728407.3759394,-1.3940725754790269
1746728407.4759188,-1.3618791514218245
1746728407.5759678,-1.3217785376640618
1746728407.6759772,-1.2742438987738465
1746728407.776076,-1.2197860572336983
1746728407.8759575,-1.158950621570501
1746728407.9759917,-1.0923490471718196
1746728408.076049,-1.020623697945835
1746728408.1759524,-0.9443505160219213
1746728408.2759058,-0.8639597766113768
1746728408.375929,-0.779743186764412
1746728408.4759996,-0.6919366210763176
1746728408.575953,-0.6008058566376905
1746728408.6759715,-0.5066729996540221
1746728408.7759964,-0.40988278224709634
1746728408.8759375,-0.31075544975622393
1746728408.9760225,-0.2095662588444484
1746728409.0759153,-0.1065508076982376
1746728409.1759298,-0.0019100521926111516
1746728409.2759445,0.10419844789924267
1746728409.3759227,0.21166848962148835
1746728409.4759202,0.3204271933919417
1746728409.5759766,0.4302463116908941
1746728409.675908,0.5403828409893652
1746728409.775922,0.6498979588512275
1746728409.8759432,0.7579147288469972
1746728409.9759383,0.8637139897582627
1746728410.0759594,0.9667351703979189
1746728410.1759467,1.0665459435711455
1746728410.2759585,1.1628196983821135
1746728410.375915,1.2553272471123786
1746728410.4759524,1.3439238240346365
1746728410.575936,1.4285242793069433
1746728410.6759498,1.5090766226333416
1746728410.775922,1.5855502059594795
1746728410.875958,1.657941583893147
1746728410.9759147,1.7262862786945408
1746728411.0759733,1.7906584416224993
1746728411.176027,1.851149488998119
1746728411.275927,1.9078514298010576
1746728411.3759096,1.9608437393356737
1746728411.4759395,2.010193876739948
1746728411.5759583,2.0559687578434627
1746728411.6759534,2.098247637200474
1746728411.775923,2.1371288377035738
1746728411.8759325,2.1727282555056204
1746728411.9759138,2.205172046247221
1746728412.0759594,2.234586992303759
1746728412.1759086,2.2610928090028986
1746728412.2759693,2.2847992462255866
1746728412.37592,2.305807664452449
1746728412.4759705,2.3242166499908055
1746728412.5759308,2.3401291435763554
1746728412.6760259,2.353657535172512
1746728412.7759228,2.3649242513336106
1746728412.875957,2.374057617341222
1746728412.9759157,2.3811851947939267
1746728413.0759647,2.386427420581236
1746728413.175956,2.389894654560132
1746728413.2759366,2.391687854254788
1746728413.3759465,2.391901762953465
1746728413.4759386,2.39062862057286
1746728413.5759523,2.3879607806296534
1746728413.6759453,2.383990971232877
1746728413.775957,2.378809470002513
1746728413.875951,2.3725026460221432
1746728413.9759793,2.365151311966204
1746728414.0759463,2.356830464344699
1746728414.1760337,2.3476105531050298
1746728414.275977,2.3375597778455677
1746728414.3769567,2.326745843377755
1746728414.4759893,2.3152350201044087
1746728414.5759764,2.303092232694727
1746728414.6760838,2.290379539494292
1746728414.7759805,2.2771544794534107
1746728414.8759537,2.2634696586681926
1746728414.976012,2.2493733962487243
1746728415.0760634,2.2349111903118155
1746728415.176009,2.220127267024593
1746728415.2760158,2.2050654485090115
1746728415.3761816,2.1897690587786043
1746728415.4759903,2.1742800396164528
1746728415.5760143,2.1586376523229007
1746728415.676016,2.142877519216911
1746728415.776128,2.127031430794666
1746728415.876005,2.1111279795029287
1746728415.9759803,2.0951935713815355
1746728416.0760913,2.079253656620012
1746728416.175974,2.0633334947519155
1746728416.2759576,2.047458245822815
1746728416.3759358,2.031652530660607
1746728416.475981,2.0159397882284966
1746728416.5759246,2.0003417805608774
1746728416.6759422,1.9848784424337624
1746728416.7759132,1.969568112533685
1746728416.8759387,1.9544280350674297
1746728416.9759321,1.9394746290737443
1746728417.076337,1.924723604082069
1746728417.176208,1.9101898286095509
1746728417.2759333,1.895887066059661
1746728417.375992,1.88182771086835
1746728417.4759514,1.8680227834917307
1746728417.575943,1.854482137497525
1746728417.676009,1.8412146956854558
1746728417.776018,1.8282287546065494
1746728417.8760357,1.815532159002695
1746728417.975941,1.8031322406828274
1746728418.0759296,1.7910356179683855
1746728418.1759346,1.7792479177864713
1746728418.2759264,1.76777363671222
1746728418.3759308,1.756616109280533
1746728418.4759545,1.7457777393424339
1746728418.575924,1.735260295645343
1746728418.6759436,1.7250652020722574
1746728418.7759497,1.7151936897774516
1746728418.8759148,1.7056467965253654
1746728418.9759262,1.6964252570252867
1746728419.0759637,1.6875293333588404
1746728419.175956,1.6789587126820498
1746728419.2759688,1.67071247751406
1746728419.3759325,1.6627891575482538
1746728419.4759538,1.6551868616286256
1746728419.5759332,1.647903412097756
1746728419.675988,1.6409363828382721
1746728419.7760317,1.6342830869649911
1746728419.8759358,1.627940520821118
1746728419.9759448,1.6219053027638657
1746728420.0759223,1.6161736664700832
1746728420.1759257,1.6107389595451216
1746728420.2759306,1.605590292124551
1746728420.3759215,1.6007269067661118
1746728420.4759274,1.5961489148402166
1746728420.5759292,1.591853286153961
1746728420.6759994,1.58783496971518
1746728420.7759855,1.584088698645098
1746728420.875942,1.5806085888968968
1746728420.9759855,1.5773882043746
1746728421.0759482,1.574420702504112
1746728421.17594,1.5716989452568544
1746728421.275949,1.5692152056635185
1746728421.375972,1.5669630106423589
1746728421.4759827,1.5649356898856435
1746728421.575907,1.563126265449655
1746728421.6759484,1.5615276017017985
1746728421.7759814,1.5601324803381862
1746728421.8759623,1.558933458669101
1746728421.9759307,1.5579227850078303
1746728422.0759587,1.557093455065266
1746728422.1759136,1.556438410832109
1746728422.275951,1.555950373136649
1746728422.3759177,1.5556219156773339
1746728422.4763908,1.5554462968503304
1746728422.576083,1.5554167955584564
1746728422.6759932,1.5555266343177436
1746728422.7759304,1.5557690354522888
1746728422.8759315,1.5561374121680127
1746728422.9759111,1.5566252689912596
1746728423.0762599,1.5572262203452962
1746728423.1759396,1.5579339642321617
1746728423.2759593,1.5587421991133752
1746728423.3759503,1.559644362431702
1746728423.4761484,1.5606350993345135
1746728423.5759547,1.5617092109111943
1746728423.6759768,1.5628613952155859
1746728423.7759688,1.5640863473393065
1746728423.8759735,1.5653785361247599
1746728423.9759545,1.5667319812533382
1746728424.0759494,1.5681422461827377
1746728424.1761506,1.5696053961061083
1746728424.2763023,1.5711172743164266
1746728424.3764393,1.5726735959638123
1746728424.476513,1.574270152668926
1746728424.575963,1.5759028031190676
1746728424.676155,1.5775675286709077
1746728424.775966,1.5792605302242033
1746728424.8760886,1.5809781562235359
1746728424.9759364,1.5827168519733323
1746728425.0759478,1.5844730972499113
1746728425.175933,1.586242816841789
1746728425.2759874,1.5880213874659526
1746728425.3759332,1.5898058319067325
1746728425.4759707,1.5915948593039446
1746728425.5760148,1.5933865543245715
1746728425.6759717,1.5951784336640895
1746728425.7759202,1.5969677858155322
1746728425.8759978,1.5987521308407509
1746728425.9761298,1.6005290355507407
1746728426.0759246,1.6022961325608382
1746728426.1762066,1.6040511616298043
1746728426.2759142,1.6057919879290157
1746728426.3759274,1.607516619914101
1746728426.4762282,1.6092231901620457
1746728426.5760193,1.6109099767795445
1746728426.6760192,1.6125753906119353
1746728426.7760558,1.6142179695322194
1746728426.8759575,1.615836393345655
1746728426.975962,1.6174294866739887
1746728427.0759616,1.6189962063585919
1746728427.1759517,1.620535572017779
1746728427.2759712,1.6220466185148448
1746728427.3759742,1.623528772855813
1746728427.4759974,1.6249815214785333
1746728427.5762568,1.6264043805959625
1746728427.6762064,1.6277969351216357
1746728427.7764313,1.6291588403818047
1746728427.8760314,1.6304898073043759
1746728427.9759967,1.6317895899445536
1746728428.0760376,1.6330579562698233
1746728428.1761405,1.634294791583528
1746728428.2759843,1.6354998497027364
1746728428.3760052,1.6366733175253363
1746728428.475964,1.6378153408913887
1746728428.5759668,1.6389260071440486
1746728428.6759543,1.6400053672960306
1746728428.7759342,1.641053446184388
1746728428.8764918,1.6420704052403785
1746728428.9759312,1.6430564153404517
1746728429.0759504,1.644011648070906
1746728429.1759572,1.6449362955731102
1746728429.2759786,1.645830583539113
1746728429.37599,1.6466947473456406
1746728429.4759197,1.6475290263002986
1746728429.5759323,1.6483337876196722
1746728429.6760125,1.6491094233505015
1746728429.7759902,1.6498563497693717
1746728429.875925,1.6505750082589201
1746728429.9759789,1.6512658691029458
1746728430.0759609,1.6519294300857288
1746728430.176006,1.6525662136165251
1746728430.2759576,1.6531767867583402
1746728430.3759367,1.653761746518321
1746728430.4759564,1.6543217114621889
1746728430.5760076,1.6548573002874551
1746728430.6759765,1.655369127633379
1746728430.776049,1.6558578860703737
1746728430.8760536,1.6563242638416609
1746728430.9761415,1.6567689369706693
1746728431.0759635,1.657192570105613
1746728431.1761117,1.6575958159472954
1746728431.2759588,1.6579793390105364
1746728431.3759587,1.6583438000279505
1746728431.4763832,1.6586898487508752
1746728431.575983,1.6590181139631828
1746728431.675954,1.6593291972049158
1746728431.7759614,1.6596237019831988
