FRQ, BETA, SPEED, GROUP, Mode, Mod(Xi), Pha(Xi), Re(Xi), Im(Xi) 
-3.000000e-02, 135.000000, 0.000000, 0, 4, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 135.000000, 0.000000, 0, 5, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 135.000000, 0.000000, 0, 6, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 1, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 3, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 4, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 5, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 180.000000, 0.000000, 0, 6, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 1, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 3, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 4, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 5, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 225.000000, 0.000000, 0, 6, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 1, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 3, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 4, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 5, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 270.000000, 0.000000, 0, 6, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 1, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 3, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 4, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 5, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 315.000000, 0.000000, 0, 6, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 1, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 3, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 4, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 5, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
-3.000000e-02, 360.000000, 0.000000, 0, 6, 0.000000e+00, -0.000000, 0.000000e+00, -0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 0.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 45.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 90.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 135.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 180.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 225.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 270.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 315.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 1, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 2, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 3, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 4, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 5, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
0.000000e+00, 360.000000, 0.000000, 0, 6, 0.000000e+00, 0.000000, 0.000000e+00, 0.000000e+00 
3.000000e-02, 0.000000, 0.000000, 0, 1, 1.008613e+00, -98.029942, -1.408938e-01, -9.987242e-01 
3.000000e-02, 0.000000, 0.000000, 0, 2, 1.951866e-01, -179.431198, -1.951770e-01, -1.937677e-03 
3.000000e-02, 0.000000, 0.000000, 0, 3, 9.999906e-01, -0.000023, 9.999906e-01, -3.989325e-07 
3.000000e-02, 0.000000, 0.000000, 0, 4, 6.507585e-04, 0.542441, 6.507293e-04, 6.160884e-06 
3.000000e-02, 0.000000, 0.000000, 0, 5, 9.180207e-05, 89.851068, 2.386252e-07, 9.180176e-05 
3.000000e-02, 0.000000, 0.000000, 0, 6, 6.357403e-03, 0.576245, 6.357081e-03, 6.393767e-05 
3.000000e-02, 45.000000, 0.000000, 0, 1, 7.201642e-01, -101.296822, -1.410742e-01, -7.062114e-01 
3.000000e-02, 45.000000, 0.000000, 0, 2, 7.345621e-01, -105.410140, -1.951928e-01, -7.081534e-01 
3.000000e-02, 45.000000, 0.000000, 0, 3, 9.999969e-01, -0.000019, 9.999969e-01, -3.282157e-07 
3.000000e-02, 45.000000, 0.000000, 0, 4, 6.546521e-04, -5.237333, 6.519190e-04, -5.975760e-05 
3.000000e-02, 45.000000, 0.000000, 0, 5, 6.491456e-05, 89.745059, 2.888407e-07, 6.491392e-05 
3.000000e-02, 45.000000, 0.000000, 0, 6, 6.317500e-03, 0.369106, 6.317369e-03, 4.069774e-05 
3.000000e-02, 90.000000, 0.000000, 0, 1, 1.412517e-01, -179.998219, -1.412517e-01, -4.390540e-06 
3.000000e-02, 90.000000, 0.000000, 0, 2, 1.018428e+00, -101.049395, -1.951870e-01, -9.995486e-01 
3.000000e-02, 90.000000, 0.000000, 0, 3, 1.000003e+00, -0.000009, 1.000003e+00, -1.611681e-07 
3.000000e-02, 90.000000, 0.000000, 0, 4, 6.570487e-04, -7.932075, 6.507623e-04, -9.067209e-05 
3.000000e-02, 90.000000, 0.000000, 0, 5, 3.387803e-07, -0.004126, 3.387803e-07, -2.439669e-11 
3.000000e-02, 90.000000, 0.000000, 0, 6, 6.357412e-03, -0.057664, 6.357408e-03, -6.398274e-06 
3.000000e-02, 135.000000, 0.000000, 0, 1, 7.201575e-01, 101.296690, -1.410713e-01, 7.062051e-01 
3.000000e-02, 135.000000, 0.000000, 0, 2, 7.319149e-01, -105.465509, -1.951711e-01, -7.054131e-01 
3.000000e-02, 135.000000, 0.000000, 0, 3, 9.999968e-01, 0.000000, 9.999968e-01, 6.836934e-09 
3.000000e-02, 135.000000, 0.000000, 0, 4, 6.531714e-04, -6.017256, 6.495727e-04, -6.847064e-05 
3.000000e-02, 135.000000, 0.000000, 0, 5, 6.491459e-05, -89.745303, 2.885644e-07, -6.491394e-05 
3.000000e-02, 135.000000, 0.000000, 0, 6, 6.397314e-03, -0.445361, 6.397121e-03, -4.972590e-05 
3.000000e-02, 180.000000, 0.000000, 0, 1, 1.008614e+00, 98.029942, -1.408938e-01, 9.987243e-01 
3.000000e-02, 180.000000, 0.000000, 0, 2, 1.951866e-01, 179.431182, -1.951770e-01, 1.937730e-03 
3.000000e-02, 180.000000, 0.000000, 0, 3, 9.999906e-01, 0.000005, 9.999906e-01, 7.884104e-08 
3.000000e-02, 180.000000, 0.000000, 0, 4, 6.507585e-04, -0.542459, 6.507293e-04, -6.161094e-06 
3.000000e-02, 180.000000, 0.000000, 0, 5, 9.180207e-05, -89.851068, 2.386252e-07, -9.180176e-05 
3.000000e-02, 180.000000, 0.000000, 0, 6, 6.357403e-03, -0.576262, 6.357081e-03, -6.393959e-05 
3.000000e-02, 225.000000, 0.000000, 0, 1, 7.201642e-01, 101.296821, -1.410742e-01, 7.062114e-01 
3.000000e-02, 225.000000, 0.000000, 0, 2, 7.345622e-01, 105.410139, -1.951928e-01, 7.081535e-01 
3.000000e-02, 225.000000, 0.000000, 0, 3, 9.999968e-01, 0.000000, 9.999968e-01, 7.791186e-09 
3.000000e-02, 225.000000, 0.000000, 0, 4, 6.546521e-04, 5.237315, 6.519190e-04, 5.975739e-05 
3.000000e-02, 225.000000, 0.000000, 0, 5, 6.491456e-05, -89.745059, 2.888407e-07, -6.491392e-05 
3.000000e-02, 225.000000, 0.000000, 0, 6, 6.317500e-03, -0.369123, 6.317369e-03, -4.069966e-05 
3.000000e-02, 270.000000, 0.000000, 0, 1, 1.412517e-01, 179.998201, -1.412517e-01, 4.434426e-06 
3.000000e-02, 270.000000, 0.000000, 0, 2, 1.018428e+00, 101.049394, -1.951870e-01, 9.995486e-01 
3.000000e-02, 270.000000, 0.000000, 0, 3, 1.000003e+00, -0.000009, 1.000003e+00, -1.590853e-07 
3.000000e-02, 270.000000, 0.000000, 0, 4, 6.570487e-04, 7.932057, 6.507623e-04, 9.067188e-05 
3.000000e-02, 270.000000, 0.000000, 0, 5, 3.387803e-07, 0.004131, 3.387803e-07, 2.442309e-11 
3.000000e-02, 270.000000, 0.000000, 0, 6, 6.357412e-03, 0.057647, 6.357408e-03, 6.396358e-06 
3.000000e-02, 315.000000, 0.000000, 0, 1, 7.201574e-01, -101.296690, -1.410713e-01, -7.062051e-01 
3.000000e-02, 315.000000, 0.000000, 0, 2, 7.319149e-01, 105.465508, -1.951711e-01, 7.054131e-01 
3.000000e-02, 315.000000, 0.000000, 0, 3, 9.999968e-01, -0.000019, 9.999968e-01, -3.267573e-07 
3.000000e-02, 315.000000, 0.000000, 0, 4, 6.531714e-04, 6.017237, 6.495727e-04, 6.847043e-05 
3.000000e-02, 315.000000, 0.000000, 0, 5, 6.491459e-05, 89.745303, 2.885644e-07, 6.491394e-05 
3.000000e-02, 315.000000, 0.000000, 0, 6, 6.397314e-03, 0.445344, 6.397121e-03, 4.972398e-05 
3.000000e-02, 360.000000, 0.000000, 0, 1, 1.008613e+00, -98.029942, -1.408938e-01, -9.987242e-01 
3.000000e-02, 360.000000, 0.000000, 0, 2, 1.951866e-01, -179.431198, -1.951770e-01, -1.937677e-03 
3.000000e-02, 360.000000, 0.000000, 0, 3, 9.999906e-01, -0.000023, 9.999906e-01, -3.989325e-07 
3.000000e-02, 360.000000, 0.000000, 0, 4, 6.507585e-04, 0.542441, 6.507293e-04, 6.160884e-06 
3.000000e-02, 360.000000, 0.000000, 0, 5, 9.180207e-05, 89.851068, 2.386252e-07, 9.180176e-05 
3.000000e-02, 360.000000, 0.000000, 0, 6, 6.357403e-03, 0.576245, 6.357081e-03, 6.393767e-05 
6.000000e-02, 0.000000, 0.000000, 0, 1, 9.987223e-01, -91.957090, -3.410738e-02, -9.981397e-01 
6.000000e-02, 0.000000, 0.000000, 0, 2, 4.715969e-02, -177.721003, -4.712239e-02, -1.875330e-03 
6.000000e-02, 0.000000, 0.000000, 0, 3, 9.998083e-01, -0.000273, 9.998083e-01, -4.771304e-06 
6.000000e-02, 0.000000, 0.000000, 0, 4, 7.211132e-04, 2.169444, 7.205964e-04, 2.729766e-05 
6.000000e-02, 0.000000, 0.000000, 0, 5, 3.673735e-04, 90.204254, -1.309646e-06, 3.673712e-04 
6.000000e-02, 0.000000, 0.000000, 0, 6, 1.576108e-03, 2.305543, 1.574833e-03, 6.340442e-05 
6.000000e-02, 45.000000, 0.000000, 0, 1, 7.067140e-01, -92.824877, -3.482930e-02, -7.058553e-01 
6.000000e-02, 45.000000, 0.000000, 0, 2, 7.086586e-01, -93.814476, -4.714422e-02, -7.070887e-01 
6.000000e-02, 45.000000, 0.000000, 0, 3, 9.999089e-01, -0.000195, 9.999089e-01, -3.401786e-06 
6.000000e-02, 45.000000, 0.000000, 0, 4, 7.859308e-04, -19.318172, 7.416798e-04, -2.599967e-04 
6.000000e-02, 45.000000, 0.000000, 0, 5, 2.597905e-04, 90.111470, -5.054270e-07, 2.597900e-04 
6.000000e-02, 45.000000, 0.000000, 0, 6, 1.416651e-03, 1.705852, 1.416023e-03, 4.217132e-05 
6.000000e-02, 90.000000, 0.000000, 0, 1, 3.553985e-02, -179.985937, -3.553985e-02, -8.723042e-06 
6.000000e-02, 90.000000, 0.000000, 0, 2, 9.993093e-01, -92.705005, -4.716112e-02, -9.981958e-01 
6.000000e-02, 90.000000, 0.000000, 0, 3, 1.000009e+00, -0.000031, 1.000009e+00, -5.390233e-07 
6.000000e-02, 90.000000, 0.000000, 0, 4, 8.223023e-04, -28.714298, 7.211807e-04, -3.950689e-04 
6.000000e-02, 90.000000, 0.000000, 0, 5, 2.945837e-07, 0.264118, 2.945806e-07, 1.357946e-09 
6.000000e-02, 90.000000, 0.000000, 0, 6, 1.576135e-03, -0.145801, 1.576130e-03, -4.010794e-06 
6.000000e-02, 135.000000, 0.000000, 0, 1, 7.067003e-01, 92.824005, -3.481787e-02, 7.058420e-01 
6.000000e-02, 135.000000, 0.000000, 0, 2, 7.060117e-01, -93.828397, -4.713929e-02, -7.044363e-01 
6.000000e-02, 135.000000, 0.000000, 0, 3, 9.999087e-01, 0.000132, 9.999087e-01, 2.299173e-06 
6.000000e-02, 135.000000, 0.000000, 0, 4, 7.611194e-04, -23.099368, 7.000972e-04, -2.986077e-04 
6.000000e-02, 135.000000, 0.000000, 0, 5, 2.597882e-04, -90.112422, -5.097393e-07, -2.597877e-04 
6.000000e-02, 135.000000, 0.000000, 0, 6, 1.735590e-03, -1.568583, 1.734939e-03, -4.750921e-05 
6.000000e-02, 180.000000, 0.000000, 0, 1, 9.987223e-01, 91.957089, -3.410738e-02, 9.981397e-01 
6.000000e-02, 180.000000, 0.000000, 0, 2, 4.715969e-02, 177.721086, -4.712239e-02, 1.875261e-03 
6.000000e-02, 180.000000, 0.000000, 0, 3, 9.998082e-01, 0.000203, 9.998082e-01, 3.544322e-06 
6.000000e-02, 180.000000, 0.000000, 0, 4, 7.211132e-04, -2.169522, 7.205963e-04, -2.729864e-05 
6.000000e-02, 180.000000, 0.000000, 0, 5, 3.673735e-04, -90.204254, -1.309646e-06, -3.673711e-04 
6.000000e-02, 180.000000, 0.000000, 0, 6, 1.576108e-03, -2.305596, 1.574832e-03, -6.340586e-05 
6.000000e-02, 225.000000, 0.000000, 0, 1, 7.067141e-01, 92.824877, -3.482929e-02, 7.058553e-01 
6.000000e-02, 225.000000, 0.000000, 0, 2, 7.086585e-01, 93.814477, -4.714422e-02, 7.070886e-01 
6.000000e-02, 225.000000, 0.000000, 0, 3, 9.999089e-01, 0.000124, 9.999089e-01, 2.156439e-06 
6.000000e-02, 225.000000, 0.000000, 0, 4, 7.859304e-04, 19.318104, 7.416797e-04, 2.599957e-04 
6.000000e-02, 225.000000, 0.000000, 0, 5, 2.597905e-04, -90.111470, -5.054267e-07, -2.597900e-04 
6.000000e-02, 225.000000, 0.000000, 0, 6, 1.416650e-03, -1.705911, 1.416023e-03, -4.217278e-05 
6.000000e-02, 270.000000, 0.000000, 0, 1, 3.553985e-02, 179.985904, -3.553985e-02, 8.743867e-06 
6.000000e-02, 270.000000, 0.000000, 0, 2, 9.993092e-01, 92.705006, -4.716112e-02, 9.981958e-01 
6.000000e-02, 270.000000, 0.000000, 0, 3, 1.000009e+00, -0.000040, 1.000009e+00, -6.937907e-07 
6.000000e-02, 270.000000, 0.000000, 0, 4, 8.223018e-04, 28.714239, 7.211807e-04, 3.950679e-04 
6.000000e-02, 270.000000, 0.000000, 0, 5, 2.945836e-07, -0.262400, 2.945805e-07, -1.349113e-09 
6.000000e-02, 270.000000, 0.000000, 0, 6, 1.576135e-03, 0.145748, 1.576130e-03, 4.009338e-06 
6.000000e-02, 315.000000, 0.000000, 0, 1, 7.067003e-01, -92.824005, -3.481787e-02, -7.058420e-01 
6.000000e-02, 315.000000, 0.000000, 0, 2, 7.060116e-01, 93.828397, -4.713929e-02, 7.044362e-01 
6.000000e-02, 315.000000, 0.000000, 0, 3, 9.999087e-01, -0.000201, 9.999087e-01, -3.513623e-06 
6.000000e-02, 315.000000, 0.000000, 0, 4, 7.611190e-04, 23.099301, 7.000973e-04, 2.986067e-04 
6.000000e-02, 315.000000, 0.000000, 0, 5, 2.597883e-04, 90.112422, -5.097397e-07, 2.597878e-04 
6.000000e-02, 315.000000, 0.000000, 0, 6, 1.735590e-03, 1.568536, 1.734939e-03, 4.750777e-05 
6.000000e-02, 360.000000, 0.000000, 0, 1, 9.987223e-01, -91.957090, -3.410738e-02, -9.981397e-01 
6.000000e-02, 360.000000, 0.000000, 0, 2, 4.715969e-02, -177.721003, -4.712239e-02, -1.875330e-03 
6.000000e-02, 360.000000, 0.000000, 0, 3, 9.998083e-01, -0.000273, 9.998083e-01, -4.771304e-06 
6.000000e-02, 360.000000, 0.000000, 0, 4, 7.211132e-04, 2.169444, 7.205964e-04, 2.729766e-05 
6.000000e-02, 360.000000, 0.000000, 0, 5, 3.673735e-04, 90.204254, -1.309646e-06, 3.673712e-04 
6.000000e-02, 360.000000, 0.000000, 0, 6, 1.576108e-03, 2.305543, 1.574833e-03, 6.340442e-05 
9.000000e-02, 0.000000, 0.000000, 0, 1, 9.968444e-01, -90.734905, -1.278569e-02, -9.967624e-01 
9.000000e-02, 0.000000, 0.000000, 0, 2, 1.935644e-02, -174.850567, -1.927832e-02, -1.737310e-03 
9.000000e-02, 0.000000, 0.000000, 0, 3, 9.990165e-01, -0.001407, 9.990165e-01, -2.452889e-05 
9.000000e-02, 0.000000, 0.000000, 0, 4, 8.803508e-04, 4.880590, 8.771588e-04, 7.489970e-05 
9.000000e-02, 0.000000, 0.000000, 0, 5, 8.269649e-04, 90.555695, -8.020368e-06, 8.269260e-04 
9.000000e-02, 0.000000, 0.000000, 0, 6, 6.881390e-04, 5.190974, 6.853167e-04, 6.225985e-05 
9.000000e-02, 45.000000, 0.000000, 0, 1, 7.052694e-01, -91.170758, -1.441018e-02, -7.051222e-01 
9.000000e-02, 45.000000, 0.000000, 0, 2, 7.056528e-01, -91.552198, -1.911448e-02, -7.053939e-01 
9.000000e-02, 45.000000, 0.000000, 0, 3, 9.995267e-01, -0.000925, 9.995267e-01, -1.614288e-05 
9.000000e-02, 45.000000, 0.000000, 0, 4, 1.221983e-03, -34.475843, 1.007360e-03, -6.917142e-04 
9.000000e-02, 45.000000, 0.000000, 0, 5, 5.849554e-04, 90.386376, -3.944639e-06, 5.849421e-04 
9.000000e-02, 45.000000, 0.000000, 0, 6, 3.311445e-04, 8.103392, 3.278381e-04, 4.667807e-05 
9.000000e-02, 90.000000, 0.000000, 0, 1, 1.601172e-02, -179.935049, -1.601171e-02, -1.815089e-05 
9.000000e-02, 90.000000, 0.000000, 0, 2, 9.965181e-01, -91.113121, -1.935876e-02, -9.963301e-01 
