timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
1746791385.1290004,-0.8876967301006901,0.487633645389724,0.001852326259421263,0.5001514957878841,0.028754737866838936,0.00019569624525938014
1746791385.229015,-0.9348741259652036,0.470577308513892,0.000718106856346551,0.5016922576140128,0.030165583885268514,-8.400240587344134e-05
1746791385.3290153,-0.982500218858171,0.4543253927972463,-0.00044157761489706145,0.5031580762038362,0.031045294209677343,-0.0003591344336727058
1746791385.4290125,-1.0305649051248844,0.4389381556466333,-0.0015796176149793354,0.5044900037067882,0.03163698787878123,-0.0006185951770417567
1746791385.5290082,-1.0790430471305767,0.4244506332251747,-0.002649720310902003,0.5056346991619072,0.032194484316955756,-0.000851950526299549
1746791385.629016,-1.1278974604217447,0.4108736823568262,-0.003607986170010457,0.5065465047323081,0.03291824915708138,-0.0010498452766112812
1746791385.7289946,-1.1770830136329369,0.3982005941126535,-0.004414713449508412,0.5071893741394472,0.03391150757134294,-0.0012043968762850419
1746791385.8289971,-1.2265507450339095,0.3864169542534994,-0.00503626643498378,0.5075385125489702,0.0351657118906125,-0.0013095482597268082
1746791385.929039,-1.276251142490586,0.3755107558232417,-0.005446775282705755,0.5075815713653586,0.03657704942348548,-0.001361349756861359
1746791386.0290234,-1.326136191479252,0.3654800540113208,-0.005629497897648545,0.507319261255753,0.03798293393561296,-0.0013581427412664119
1746791386.129014,-1.3761602585095425,0.3563363337183599,-0.00557775761095023,0.5067652970831156,0.0392169156943394,-0.0013006259828113864
1746791386.2290087,-1.426280199644451,0.34810280597127646,-0.00529538289108487,0.5059456585598426,0.04014688114364428,-0.0011917978502585017
1746791386.3289948,-1.476455343885,0.3408094080223847,-0.004796572206698683,0.5048972229421631,0.04071508241295012,-0.0010367805426754436
1746791386.4290206,-1.5266476594813354,0.33448458856828467,-0.004105095039255783,0.5036658847185965,0.040945494357761986,-0.0008425434707983862
1746791386.5290208,-1.5768225167721137,0.3291481687819301,-0.0032528623959442666,0.5023043176265192,0.04093106097638545,-0.0006175508991524731
1746791386.6290205,-1.6269498646115452,0.3248056094539635,-0.002278019289079598,0.5008695415432446,0.04081334844195259,-0.00037136118199519903
1746791386.729019,-1.6770055891856899,0.3214464051419366,-0.001222806137475879,0.49942044492800075,0.040718948397123304,-0.0001142037340409744
1746791386.8289955,-1.726972555154646,0.319047619704644,-0.0001314599099233495,0.49801537734283413,0.04074998808943912,0.00014344577588056592
1746791386.9290047,-1.7768410382663555,0.3175773608233495,0.0009517394867987129,0.4967098886912283,0.04095571356746455,0.0003912777290009968
1746791387.0289934,-1.8266083407867313,0.3170020197110998,0.0019841943456962163,0.49555466981138985,0.04132260118999616,0.0006195375918677802
1746791387.1290042,-1.8762776907311434,0.3172920087050326,0.0029264784718855555,0.4945937244939518,0.041788151440298835,0.0008193850718931166
1746791387.2290137,-1.9258566103297736,0.3184263746768512,0.0037435930931808492,0.493862800374358,0.042256107367905235,0.0009832170845985534
1746791387.3289921,-1.9753551083988894,0.32039485081867425,0.004405987829241322,0.4933881084417099,0.042626365088595644,0.001104947637267522
1746791387.4290268,-2.0247840590837933,0.32319704272898686,0.004890364441953677,0.493185370993368,0.04281574082424739,0.0011802357550159458
1746791387.529015,-2.0741539692205824,0.3268395932490933,0.0051802945163419815,0.4932592445832193,0.042780989724510714,0.0012066511155841312
1746791387.6290197,-2.1234743765252686,0.33133128457993205,0.00526669442055108,0.49360316346956284,0.04252862667862693,0.001183766973859751
1746791387.7289944,-2.1727536412961075,0.336678465458407,0.005148170705766123,0.49419964032737024,0.04210157628271483,0.0011131712702939613
1746791387.829054,-2.2219989644766,0.34288149354656167,0.004831187005444997,0.49502103678279014,0.041579780310767,0.0009983909754218972
1746791387.9290185,-2.2712163624283104,0.3499329366525834,0.004329992282505954,0.49603078587548616,0.041019383868796805,0.0008447301606946426
1746791388.0289972,-2.320409692819183,0.3578205711300131,0.003666197591231498,0.4971850129156717,0.04046560436934276,0.0006590288308429507
1746791388.1290193,-2.36958056272992,0.3665264531211769,0.00286799465175669,0.49843446526522406,0.03996239819730918,0.00044935638195398
1746791388.2290275,-2.41872756342322,0.37602914629110595,0.0019690647501003963,0.49972665765806423,0.039505624868964216,0.00022465478373526407
1746791388.3290172,-2.4678449975531738,0.38630759418025246,0.0010071656118266791,0.5010081236774817,0.03907220447924923,-5.649988996325563e-06
1746791388.4290192,-2.516922406712791,0.3973419671662108,2.248468043845517e-05,0.5022266575686343,0.03861154882513349,-0.00023204792527341538
1746791388.529026,-2.565943754296232,0.4091159946052218,-0.0009441524503542688,0.5033334463211634,0.03807211615897932,-0.0004453381838126966
1746791388.629006,-2.6148881439231464,0.4216148565722815,-0.0018531207233742743,0.5042850013861826,0.0374259963013763,-0.0006369984847429837
1746791388.7290013,-2.6637307854128984,0.4348234413628673,-0.00266773903726493,0.5050448248140756,0.03666289248764713,-0.0007995177129143119
