timestamp,rudder_angle
1746791385.1273584,6.2359449928524695
1746791385.2273698,6.317925640410003
1746791385.3273904,6.232479041392955
1746791385.4273674,6.044857435382725
1746791385.5273807,6.034260478131209
1746791385.6273823,6.120131007247076
1746791385.7273455,5.8742104874816325
1746791385.8273547,6.030255086871105
1746791385.9273758,5.930674245844073
1746791386.0273802,5.747780060433362
1746791386.1273804,5.634777061336086
1746791386.2273762,5.249953057311313
1746791386.3273523,5.249423967891491
1746791386.4273744,5.249522103609171
1746791386.5273964,4.887378904886184
1746791386.627376,5.193393377701661
1746791386.7273705,4.938926622473112
1746791386.8273532,4.877458367529128
1746791386.927352,4.801331542857281
1746791387.0273829,4.592654576736618
1746791387.127369,4.473294179075518
1746791387.2273707,4.197361759949407
1746791387.3273697,4.069643264929925
1746791387.4273736,3.8754384917012845
1746791387.5273683,3.714554201249332
1746791387.6273797,3.870529715733336
1746791387.7273877,3.425708844440932
1746791387.8273504,3.4421455032369335
1746791387.9273722,3.3723183174442837
1746791388.0273578,3.0428697624174057
1746791388.1273992,3.087221750546183
1746791388.2273514,2.7948030995448376
1746791388.3273723,2.8407918257266345
1746791388.427375,2.543865186092051
1746791388.527414,2.32765599458794
1746791388.627404,2.361101371815158
1746791388.7273726,2.3164864440003425
1746791388.8273647,2.0587291085255988
1746791388.927371,2.0669329800619765
1746791389.0273762,1.9271381895834756
1746791389.1273623,1.7508048265987475
1746791389.227368,1.6939816050317713
1746791389.327353,1.527869338984822
1746791389.427379,1.5190449151438081
1746791389.5273848,1.2436675412943126
1746791389.6273491,1.2766617197428072
1746791389.727379,1.1862827414479993
1746791389.8273659,0.9046729876195724
1746791389.9273741,1.0080764971426766
1746791390.0273445,0.7611402033897865
1746791390.1273744,0.7269838179194411
1746791390.2273767,0.6305662921793498
1746791390.3273757,0.5731814351282909
1746791390.427368,0.3221289015087663
1746791390.5273652,0.5033181413206578
1746791390.6273572,0.4065439920696986
1746791390.7273865,0.27047964135030117
1746791390.8273525,0.20251806189981802
1746791390.927397,-0.08193732312450586
1746791391.0273993,0.24424169192937628
1746791391.1274004,0.23784285496507693
1746791391.2273626,-0.17627883258452848
1746791391.3273685,-0.1660230111746718
1746791391.4273856,-0.2822064838393158
1746791391.5273511,-0.25714248335719025
1746791391.6273944,-0.21901890920428202
1746791391.7273562,-0.373069311294974
1746791391.8273723,-0.32027515429294606
1746791391.927374,-0.5616491540585926
1746791392.027374,-0.5369671885072775
1746791392.127355,-0.47679167425750113
1746791392.2273827,-0.48759124042662166
1746791392.3273432,-0.3373501900696716
1746791392.4273684,-0.7253812932423195
1746791392.5273468,-0.5752630917592054
1746791392.6273499,-0.6071314495812316
1746791392.7273505,-0.7440473081903157
1746791392.8273654,-0.7546023576232739
1746791392.9273496,-0.54270015852937
1746791393.0273705,-0.7414051909535956
1746791393.1273699,-0.6926590018518543
1746791393.2273479,-0.7842650253907536
1746791393.3273754,-0.5765526407864077
1746791393.4273543,-0.7390786633005823
1746791393.5273736,-0.6913524716719768
1746791393.6273623,-0.9077434977568899
1746791393.7273762,-1.0002002674943455
1746791393.8273914,-0.7999879283066055
1746791393.9273794,-0.6712903595244175
1746791394.0274045,-0.7707063862579645
1746791394.1273699,-0.9720587612919415
1746791394.2273817,-0.796631719177355
1746791394.327358,-0.9720478666282787
1746791394.4273682,-0.5828918686795734
1746791394.5273485,-0.5524222651957584
1746791394.627357,-0.7447009823401876
1746791394.7273762,-0.7184296734406557
1746791394.827394,-0.6878180133604062
1746791394.92735,-0.6829315299685391
1746791395.0273771,-0.6353198378930569
1746791395.1273806,-0.5817168487106888
1746791395.22737,-0.8249388895153403
1746791395.3273582,-0.8785787096993016
1746791395.427356,-0.8454183912308801
1746791395.5273602,-0.44122238490257276
1746791395.6273782,-0.7444190126025074
1746791395.7273626,-0.7301620085639071
1746791395.8273726,-0.627910924203663
1746791395.9273787,-0.47379028587377076
1746791396.0273511,-0.7173292257443802
1746791396.127361,-0.7435949404551214
1746791396.2274086,-0.7333886076355273
1746791396.3273838,-0.6019480063614394
1746791396.4274383,-0.5468282923352279
1746791396.527421,-0.588462955491766
1746791396.6274996,-0.5090606403941353
1746791396.727346,-0.4350676499236104
1746791396.8273647,-0.6696350608761548
1746791396.927445,-0.37995113751335363
1746791397.027512,-0.46191362130120217
1746791397.1274388,-0.4585640909996753
1746791397.227384,-0.5057516242772553
1746791397.3273914,-0.261878792849549
1746791397.4275165,-0.34130149696661494
1746791397.5274749,-0.2748025153515334
1746791397.6274903,-0.21077894841850645
1746791397.7273548,-0.402851445806425
1746791397.8275332,-0.35066372869501794
1746791397.9275138,-0.34179785218995673
1746791398.0274367,-0.4395116414768457
1746791398.1274347,-0.3002623867347187
1746791398.2275085,-0.27563586334495205
1746791398.3274274,-0.23560972581036138
1746791398.427472,-0.13687449464270693
1746791398.5275445,-0.29563732875844106
1746791398.627407,-0.19920998590407044
1746791398.7273564,-0.38091135366585777
1746791398.8274715,-0.02028348411205358
1746791398.927383,-0.20679797502410527
1746791399.0273771,-0.16138554307210012
1746791399.1273994,-0.1033719958897284
1746791399.2274604,-0.15059742429527295
1746791399.327384,-0.17032628886313578
1746791399.4274142,-0.0527863983293933
1746791399.5273795,-0.08932373376932393
1746791399.6273832,-0.07894014077033965
1746791399.727369,0.01685221616272245
1746791399.8274052,-0.19314871979242737
1746791399.92743,-0.22566672528664095
1746791400.0274286,-0.2508793816901324
1746791400.127461,-0.16518405843351314
1746791400.2274673,-0.0337668617654292
1746791400.3275638,-0.33317336367298134
1746791400.4275346,0.01789961481764399
1746791400.5274405,-0.15351421936443063
1746791400.6274674,-0.2744614395647118
1746791400.7273767,-0.027792005787942928
1746791400.8274605,-0.004664863621115969
1746791400.927368,-0.004451494577825468
1746791401.0273833,-0.05702427355540243
1746791401.1273887,-0.05324357711354198
1746791401.2274106,-0.07599801436871227
1746791401.3273556,0.006993253959990037
1746791401.4273522,-0.15288961443744542
1746791401.5273993,-0.001966349458430605
1746791401.627375,0.060637362775220346
1746791401.7273676,0.07954545796274098
1746791401.827371,0.07317508440937362
1746791401.9273899,-0.13304720667476494
