time_step,actual_x,actual_y,predicted_x,predicted_y,error
35,9.279397712983757,27.49464171713248,9.430173042150205,27.67657849652094,0.23629259738615443
36,9.279786434942444,27.50819773820651,9.409209149809545,27.653829646234932,0.1948304179525623
37,9.280248349311105,27.524306220827764,9.389378475876516,27.630034885307374,0.15194714547112945
38,9.288517169994464,27.53044526092875,9.363978163259095,27.607201619943204,0.10763781934636332
39,9.31535911440059,27.550373589212523,9.337179723115629,27.58498687570316,0.040917216014505216
40,9.32626481378288,27.558470333403857,9.310585682200259,27.561673206215325,0.01600292352764252
41,9.343235730049852,27.571070090915,9.284101902427143,27.53867948142213,0.06742374324102737
42,9.343235730049852,27.571070090915,9.255545486615961,27.515835714464608,0.10363597413716273
43,9.343235730049852,27.571070090915,9.224586817355817,27.494511836146536,0.1412045709482158
44,9.366450521805248,27.56473329659732,9.194138460712498,27.474461355184737,0.19452627021672117
45,9.387183880876002,27.559073843205255,9.160374642269677,27.454513077562275,0.249750644501725
46,9.389273480731427,27.559073843205255,9.129110095011061,27.43387226847333,0.28872204901052817
47,9.39122227924837,27.559073843205255,9.094830320136612,27.414945405846062,0.3295773048644402
48,9.333178756871831,27.570396704395435,9.05748451958782,27.39770424452943,0.3253152289183287
49,9.266670835991436,27.58337076119528,9.024571069436139,27.38070428458375,0.3157308944469341
50,9.20438408573492,27.595521371603905,8.9888502926696,27.36433844541532,0.31607018415889976
51,9.141491643225924,27.60779013764848,8.951601647691792,27.346090837319913,0.32333378140307834
52,9.0789024144641,27.61999975416129,8.910752353178328,27.327444729333344,0.3374357504214543
53,9.012322439880446,27.63298786686344,8.873722095893687,27.310819796224656,0.35071686741924063
54,8.956424206232112,27.643892235076493,8.835141376512116,27.29789968294424,0.3666338376580627
55,8.900972852592348,27.654709428009703,8.795351733373469,27.281680387382927,0.3876938044075264
56,8.833345893585856,27.66790178157807,8.754379999743765,27.266349242938283,0.40924326955777585
57,8.765166620886639,27.68120187794046,8.713312827901905,27.25048206181598,0.4338298927566072
58,8.709946574339167,27.69197394855871,8.669057232247656,27.237208004979017,0.45660048372357914
59,8.646763858339904,27.70429933980973,8.624078539120024,27.221830693943026,0.48300167489622436
60,8.59298459176083,27.714790349752825,8.582086504356926,27.20672677544278,0.5081804441827329
61,8.522721790650488,27.728496891176075,8.536195614295071,27.19411264260632,0.5345540843011737
62,8.463682309636889,27.740014039358787,8.489872635262078,27.18196760856879,0.5586606770427
63,8.402479599993459,27.75195318015145,8.444103942172593,27.16951506578696,0.5839235762720216
64,8.346066402939398,27.76295800503773,8.392714773224657,27.15735069749278,0.607401252387674
65,8.280785600739984,27.77569268121559,8.341204059230154,27.1445604943983,0.6340175292238435
66,8.223709656664331,27.786826791717612,8.290682927625245,27.13174307619554,0.6584983624622052
67,8.164784432237324,27.79832165125524,8.236060217874115,27.12188599345607,0.6801804442648578
68,8.098444734696777,27.81126289182601,8.179429736839598,27.11097795975727,0.7049521662173917
69,8.039814048162881,27.82270029427725,8.12085973556525,27.10072601766658,0.726508953512634
70,7.969450224819606,27.836426542649253,8.064276938246554,27.09079041791481,0.7516417604739333
71,7.904820258723491,27.84903425673809,8.005882167177266,27.084122076568725,0.7715595587586026
72,7.855236282254474,27.858706868940597,7.94277074273116,27.075571454068246,0.7880122840401882
73,7.788337212699252,27.871757229210115,7.890079707758492,27.068779322256866,0.8093979579637569
74,7.729162447181578,27.88330076806655,7.836583995180195,27.06282628880215,0.8274767429351776
75,7.661486521066544,27.896502673911375,7.781195797877377,27.058338404571238,0.8466697427882126
76,7.610368388911645,27.906474562091017,7.723839693622654,27.053892737192633,0.8600997065107486
77,7.54053952755296,27.920096452559747,7.67336481894738,27.046291077447655,0.8838429677317095
78,7.481829434897108,27.931549345189044,7.622856882320708,27.038604701807323,0.904012653158641
79,7.423978104745383,27.942834714411227,7.568128918217486,27.032739918617132,0.9214401740515571
80,7.353416060193962,27.956599630857333,7.514613159852093,27.022455531110587,0.9479502645338793
81,7.288130699494954,27.969335196286156,7.475767263131207,27.01317298313004,0.9743991265804905
82,7.235059323788288,27.979688114160435,7.4310617529917415,27.006354534471008,0.9928722020505406
83,7.168333477217631,27.992704682893383,7.3748052240479645,27.001771937528225,1.012214546465371
84,7.11256596957378,28.003583549683672,7.333949499683445,26.995343321406814,1.0322591851466312
85,7.050258338448157,28.01573823343542,7.303077096970743,26.988563738235804,1.0578302171187441
86,6.982713285385978,28.02891460917197,7.272815395997828,26.982581479878696,1.0858048867260195
87,6.925076939957032,28.04015804017134,7.23711135323531,26.978338731390956,1.1067184463849764
88,6.8661117183723,28.051660702169023,7.1938483686316665,26.973812652224275,1.126573446648254
89,6.800958407113139,28.06437050800545,7.163674226881927,26.99700621649024,1.1273106478306258
90,6.74215787970728,28.07584104222642,7.1261344430167135,27.030414463424655,1.1137121409215587
91,6.674798989886578,28.088981102101084,7.098474553706115,27.058857215040895,1.1138474788182602
92,6.596299421155318,28.10429443395691,7.071240858094757,27.084200305336687,1.1252383746422578
93,6.528659815988661,28.11748925447955,7.041621540592974,27.095355389112207,1.143629034975861
94,6.4956487794623,28.12392889440883,7.015819054948157,27.101695054614517,1.1469695456809912
95,6.436451074398283,28.135476908205597,6.994556563826269,27.119979777777168,1.1587562984674666
96,6.3680649046368565,28.14881736508747,6.9680416685659345,27.147630659335825,1.1671961861780744
97,6.310308420686358,28.16008423215253,6.938047715382641,27.17778922378418,1.1657444426507744
98,6.2489595449591775,28.172051886347017,6.908242183657354,27.209377290153476,1.1667887451656476
99,6.19014063650657,28.183526006257352,6.881068927155798,27.23594361304638,1.172729420941974
100,6.128969689311923,28.19545895097879,6.855441131548947,27.256121921756836,1.1874825518101164
101,6.065440233246781,28.207851982673983,6.830377186568445,27.27475509553549,1.2065646867634472
102,6.00032559570998,28.220554244219983,6.802334747197097,27.28962965629396,1.2287551698667716
103,5.939380514817788,28.232443127990507,6.774592715235418,27.29873098380265,1.252756076788433
104,5.873213893213432,28.245350605710225,6.746308657260602,27.30159323423502,1.2856797592014781
105,5.814614086838076,28.25678198420333,6.720478244977063,27.30451466276643,1.3143070130214864
106,5.752229549412854,28.26895167047938,6.695182698698705,27.309617428512844,1.3451701860945389
107,5.694400423565602,28.28023270818881,6.665831015365189,27.332914544673237,1.356867383943844
108,5.627749571665682,28.293234647309152,6.640400710435575,27.353052599759373,1.3818120752790002
109,5.566455397933628,28.30519163049209,6.608674122871822,27.364891661734852,1.4037036374736147
110,5.5074079763078325,28.316710327692604,6.583454553889101,27.36376219003794,1.4373539543841862
111,5.4319477504186615,28.331430758640607,6.559143361555403,27.36308855324385,1.486020380923018
112,5.369930392783303,28.343528817185906,6.5304849510211405,27.370902401798936,1.51422885540962
113,5.3102409579566485,28.35517275534455,6.503732343124216,27.37255136522797,1.5459516430936129
114,5.3102409579566485,28.35517275534455,6.476329828532403,27.37543824821112,1.5230374120646641
115,5.3102409579566485,28.35517275534455,6.449931791903442,27.375128151321384,1.5031242872288582
116,5.3102409579566485,28.35517275534455,6.426653518261379,27.373986442977163,1.4863053469537395
117,5.337181048244962,28.32248633001357,6.402918771760529,27.373521476456496,1.4270007668570979
118,5.357237553641306,28.29815176175408,6.377822461457914,27.3705896562278,1.3791174763853085
119,5.379910970461331,28.270642093525264,6.345385360451406,27.370637507581684,1.3199049406855723
120,5.371060819415344,28.2816513365663,6.318566813053554,27.36874210968015,1.3157396644147346
121,5.363572912297829,28.29096600124231,6.294480663644141,27.36712656489906,1.3115138373877957
122,5.363572912297829,28.29096600124231,6.270104571165508,27.365510865518424,1.2954793926447088
123,5.401449662202681,28.243897442133022,6.242126486184066,27.36511776264158,1.2161378406523287
124,5.445034991091282,28.189734964247663,6.215137495579189,27.36433407145885,1.1288686820153695
125,5.481140718611409,28.1448672136029,6.18755567904002,27.362513461554023,1.0540870408378578
126,5.477604070498823,28.148769396508797,6.162697932602828,27.3607769919872,1.0441674336409406
127,5.475305204260142,28.15130586501059,6.136170600460833,27.356853478526297,1.033391342273624
128,5.498555106262165,28.124325101220737,6.109482672916716,27.355146120240512,0.982277352116106
129,5.520947138181037,28.09833986808189,6.08246318149752,27.35284756490362,0.9333054382140076
130,5.547544390782532,28.067474611538557,6.055151347922152,27.35008253476915,0.8788152335662297
131,5.575835804446415,28.03464333554953,6.027898036794728,27.34763578552154,0.8223987084809895
132,5.589008244486809,28.019040384905644,6.00288363258726,27.344772224252644,0.791157626105998
133,5.602367275376374,28.003216414632803,5.970149488108223,27.340680242454233,0.7577716908455779
134,5.617932173390144,27.984779562026816,5.936117802666491,27.337713637327376,0.7210661589515394
135,5.6343505069639015,27.96533180233912,5.908689130948847,27.33516109728587,0.6872967322177974
136,5.63846617235917,27.95986842715956,5.885342395784324,27.334075904389444,0.6727288839106379
137,5.642838923998792,27.95406378064923,5.850748668344682,27.33119439793152,0.6566526705352791
138,5.6468642409406895,27.94834101078506,5.819419807674354,27.328518311431232,0.6433938158274786
139,5.667625010603912,27.926671799896862,5.793137206615871,27.328403165502074,0.6112926224389995
140,5.673632042141623,27.91946607683466,5.760143737228578,27.326552165610316,0.5991921056807797
141,5.679243117320392,27.91273532245696,5.7292544626761135,27.326873058391335,0.5879929651963444
142,5.429196993568716,27.86650834517172,5.692740545528,27.326606685233834,0.6007903179837376
143,5.170390557303095,27.818661815615407,5.655891173439091,27.331343069610718,0.6878883691966415
144,4.960467574624193,27.779852555922243,5.61697918634302,27.336223179412606,0.7923474742964611
145,4.71835687833655,27.73509263127363,5.545593989001578,27.34140012500209,0.9161413792400117
146,4.4676223333697145,27.68873838294176,5.473614443944758,27.345947095131102,1.0627916040024592
147,4.265362959947409,27.651345923820077,5.400792208420103,27.349934711059156,1.1747545690335819
148,3.996969107193785,27.601726932137318,5.329669204460448,27.356972248231592,1.3549887101184142
149,3.782374734464228,27.562054054810243,5.263078425930804,27.367646538590613,1.4934114316843266
150,3.557445167810701,27.520470470899948,5.193224762486285,27.376217600827637,1.642127818679507
151,3.327344398443457,27.47793086708901,5.11896563779003,27.381086683770242,1.7942367349712882
152,3.101790204643862,27.43623180598411,5.044894968079394,27.387012514223876,1.9437280314815735
153,2.8466949190062985,27.389071370949928,4.985516642140215,27.403883538147035,2.1388730125107034
154,2.6595858048968357,27.35447979785124,4.896967057989901,27.415203588952842,2.238205140396663
155,2.3361315684752597,27.294681583763648,4.840896760033434,27.436459946384254,2.5087745552258855
156,2.372201874572685,27.316632923121134,4.781428963797158,27.460774554809156,2.41353516184014
157,2.420665192707381,27.346126289212656,4.723510456191367,27.481233692666116,2.306805218916102
158,2.4911659337674354,27.389030990042848,4.669827097015446,27.48438291338605,2.1807467651083248
159,2.5209713256615967,27.40716968480148,4.6138179347980675,27.49409619992,2.094651080348389
160,2.575487053418984,27.440346371383804,4.558509101079768,27.49841562838626,1.9838720926807716
161,2.58699480401556,27.48184312926617,4.502303973691529,27.501325027955296,1.9154082488653383
162,2.59779656416423,27.43230453809654,4.444013823674982,27.501610587289157,1.8475176583107622
163,2.6037258383439257,27.405111943049263,4.385304641829794,27.504792054121914,1.784365197366726
164,2.611756501104131,27.36828204553039,4.358316824691361,27.490553337087455,1.7508350101217882
165,2.620102120162279,27.330007708303047,4.3301632375586685,27.47415442292911,1.716125665727448
166,2.6283966787929334,27.291967542322585,4.297795587139195,27.465043013853553,1.678346756195917
167,2.6378356897422277,27.248678735866324,4.26426875303871,27.45631053665054,1.6396327253628709
168,2.6455615159274366,27.213246867395902,4.234991417186325,27.44403642875475,1.6060981391708449
169,2.65298889060094,27.179183745057493,4.205423948274916,27.431141839300814,1.5727483872348837
170,2.6623214035134937,27.136383355547157,4.167912431912487,27.42648668487889,1.5332854549903274
171,2.672385668773508,27.0902270333111,4.139434304939574,27.410140971591296,1.5015247679551142
172,2.679800132768726,27.056223121398077,4.11408595080859,27.390915538122478,1.4728186655671849
173,2.6887174157793634,27.015327042302825,4.089256809012955,27.369908858960095,1.4447279524890098
174,2.695424744054769,26.98456616734332,4.064474937425917,27.349402424817505,1.4168288276066898
175,2.7055720753739823,26.93802889093961,4.040869298310941,27.32863042590541,1.3912541941359218
176,2.7125693618221915,26.905938221652036,4.009412496270603,27.305250258123102,1.3569274917388363
177,2.7234283666734918,26.856137097165504,3.9649192494470533,27.29675610822958,1.3173627916868462
178,2.730351341426005,26.82438723314129,3.9184068915564474,27.287773137850287,1.2752264453338171
179,2.7383796348859955,26.78756820161028,3.8799831633586344,27.27975822047663,1.2431852761727982
180,2.7468509473283795,26.748717414518403,3.8175499540883955,27.275218972874406,1.193147205514971
181,2.7549495166421765,26.711576086737256,3.7812525843400415,27.25737068982196,1.162406871763256
182,2.764409610347612,26.668190591405956,3.7503009186256584,27.24451944877726,1.1419880137624525
183,2.7739629701504565,26.6243773629084,3.725249214949077,27.222419417401376,1.1236546704772064
184,2.7803662850822968,26.595010741526984,3.691827247770494,27.205282400300327,1.0969013556407257
185,2.7893014984750626,26.55403243084563,3.6702415579128917,27.17953103495163,1.0804183875059141
186,2.797105893064827,26.51824023516756,3.6148496762979683,27.169783147921386,1.0455682962753745
187,2.805441071138981,26.48001378195452,3.572408408777779,27.157163063933673,1.0231178070435636
188,2.8164108307358795,26.42970471857777,3.53119271333701,27.147602813256505,1.0130601236048
189,2.8243550341170875,26.39327133753121,3.494963196026152,27.12893658311439,0.9954489742714145
190,2.8302929020297625,26.366039330256772,3.4625797093976196,27.10867403627706,0.9753424595275625
191,2.840341345183263,26.319955570719326,3.444701767446464,27.078001549405577,0.9694767794024524
192,2.8476524032793087,26.286425894717212,3.4243948188740667,27.047888263998153,0.9552260223512663
193,2.856027016146856,26.248018587265527,3.4081422248054203,27.014091804561737,0.9442983521592401
194,2.8645327235999742,26.20901005918037,3.39645482964254,26.978958360788944,0.9358213045484105
195,2.8732649000116868,26.168962908407988,3.377067455941802,26.948144078192833,0.9278686926009502
196,2.856946530602012,26.097063613771116,3.3567161801401433,26.917325189275267,0.960520043959531
197,2.8445338115525542,26.04237274841709,3.3343509546611365,26.887143569005254,0.9765032375779673
198,2.8352543827449668,26.00148726720577,3.313846768731242,26.856973778394583,0.9802590692006068
199,2.8222789097425816,25.944316888656907,3.294598728338247,26.826156791237715,1.0003637462553163
200,2.8092035007681844,25.88670618879186,3.2756627815905865,26.79529014968646,1.0213271144252816
201,2.7954918582009807,25.826292221921467,3.260619556451207,26.764313116607788,1.0470085837984713
202,2.783567894712961,25.773754830314427,3.235109284440046,26.734806645599726,1.0618428406783342
203,2.7724360344192864,25.72470747251672,3.2160708754453715,26.702229872284057,1.073481212792816
204,2.759429894042284,25.66740197246472,3.1983108407948073,26.670111864743355,1.0945517865755927
205,2.7462126827894324,25.609166486903085,3.1805296520832833,26.63753649586213,1.1163225811310187
206,2.733702804614819,25.55404753511525,3.1569249144885596,26.606855953050378,1.134690494875607
207,2.720554068574546,25.496113753685982,3.1351120936814603,26.57669743889344,1.157376108668688
208,2.74047368969522,25.409127784247424,3.1144456955734547,26.546069735599282,1.196867604175316
209,2.7569932667802983,25.336989292317515,3.0963380615357217,26.51379457296205,1.2247553054714477
210,2.776259546975947,25.25285636377732,3.0758032127413806,26.48206316859794,1.2651781600697638
211,2.7944492168168065,25.17342482964877,3.0559916588608083,26.45097905204964,1.304051088019419
212,2.8311663285825364,25.130849688787453,3.035708900460964,26.41908238635731,1.3043700191275296
213,2.883169483403791,25.070549694172566,3.0386682729367074,26.38653941260052,1.3251448270111033
214,2.9130244207685063,25.035931552859644,3.0206234510186967,26.354748429668668,1.3231989668478013
215,2.950479345201225,24.99250088505964,3.004042796710497,26.32207181112242,1.3306494244424492
216,2.9969351755589777,24.93055432580451,3.00534586390852,26.292241252896908,1.3617129018603173
217,3.037722345990663,24.876166645064806,2.981959500968447,26.26152811565769,1.3864832848210786
218,3.0800278980528617,24.81975427728534,2.9667168927043583,26.227179899749878,1.411979556049866
219,3.1325022808652974,24.7497822750795,2.954162630870929,26.19813999341202,1.459296101212327
220,3.157508834755383,24.70685782997376,2.943350786030283,26.16195424453688,1.4707716496819574
221,3.1821109969252594,24.66462753450061,2.922998526751986,26.132200403077128,1.4902715849069943
222,3.2128738987210945,24.643419287454996,2.9049982164651063,26.104539014337185,1.4932040356256981
223,3.243895473572961,24.622032708660548,2.905009359623296,26.07665161409748,1.4935728834852484
224,3.276251452450824,24.599726178606957,2.9018148626563978,26.046510912416103,1.494452684349719
225,3.3131407335285377,24.57429434543258,2.8989617592086923,26.01465575390828,1.4987278638214272
226,3.326196613536607,24.56027605449681,2.9057386410785746,25.98242282861245,1.482999107798463
227,3.342075473294804,24.543226688565053,2.9134815903743636,25.955500742358687,1.4758762548044215
228,3.3580128402558387,24.527308685538653,2.9250300694620144,25.922267159385207,1.46061056533239
229,3.371216234814014,24.51412133313285,2.9325981811052095,25.88968826265407,1.4438040637952703
230,3.417673594978638,24.495958223556705,2.950106674841596,25.860536809948805,1.4424609330052232
231,3.476779946774536,24.472849826081884,2.977010265029026,25.827196996597173,1.4436155974063107
232,3.5298624974517487,24.452096512051234,3.0028034244095814,25.794853758005026,1.4424937740030213
233,3.5685120565031454,24.43698596393501,3.033713305405332,25.764289334354523,1.430994039576257
234,3.6411522054280727,24.40858635233685,3.061654353550626,25.736064195571068,1.4484526863547678
235,3.655482697280364,24.38530148090342,3.0938007142757904,25.705711739075902,1.4349111122014053
236,3.683955575111133,24.339037381494755,3.1284700204050075,25.675675947157266,1.447469121157169
237,3.7074442411727935,24.300871868752687,3.155689008570267,25.64748724543822,1.455268638234945
238,3.7334474245366778,24.258620647529508,3.176981166041447,25.61813932651055,1.468994804395864
239,3.760106509139526,24.215303686471312,3.215023484117342,25.589302044299963,1.4781701497064412
240,3.784294523958365,24.17600183827992,3.250969309396101,25.55706822865975,1.4804661965491355
241,3.808023557944524,24.13744576418962,3.28488149870093,25.526757981566313,1.484542371069875
242,3.8369376625142007,24.090464738384128,3.318561721629454,25.495689945233586,1.4977888696519444
243,3.8650008833854814,24.044866269278444,3.3517885841792356,25.46868653589261,1.5134896813912515
244,3.875842972301056,24.02427157713672,3.3751305081313383,25.437210459200266,1.499036109045374
245,3.886291199846301,24.004425029907992,3.404137080571605,25.407704221022847,1.483800890601404
246,3.896134104504077,23.98572830155742,3.4368421715116035,25.3739396053679,1.4622173927768616
247,3.908545572993353,23.962152552035924,3.4716234077131283,25.34310638898385,1.4484248265941708
248,3.917108616024809,23.952310676987768,3.504425218365146,25.31434975185764,1.4231858726731037
249,3.92878949428258,23.93888533930776,3.529822383112265,25.285683194113496,1.4046491439163442
250,3.942007282471693,23.92369356469068,3.5519337188815605,25.256866011706713,1.3890666501268472
251,3.954827458596212,23.908958782785533,3.5747037269538176,25.22555992373598,1.3703768152262925
252,3.967204256928011,23.84548744051982,3.6043758374070656,25.197037618545416,1.3994042824477462
253,3.9792432828987976,23.783748280080047,3.641023134849025,25.167254432973984,1.424247922112646
254,3.991938279992978,23.71864513433704,3.6761226784801018,25.137523241279247,1.4536005560396694
255,4.004734903451785,23.65302082297433,3.706492552570058,25.10842103691173,1.4856440632225758
256,4.01741197026633,23.61662398520265,3.734351407772852,25.078565362779024,1.4890922985191442
257,4.030195569645223,23.579921284212077,3.759444780684067,25.05101294995618,1.4957996786818926
258,4.049785417746845,23.56125592203087,3.783384855872942,25.023683117640736,1.4864933776596747
259,4.069348694744086,23.54261587700804,3.8170268759494554,24.993696102810624,1.47285441302089
260,4.089173728464707,23.52372642810928,3.8450817782794964,24.96288153709245,1.4597082954678224
261,4.109098825781683,23.504741637824647,3.8675018903231155,24.93287638568652,1.4484260206422226
262,4.122848637929166,23.443305507218408,3.8937794957673084,24.902947192949775,1.4775068604292414
263,4.13551257089408,23.38672124037345,3.9228173178052437,24.872657712487104,1.501081766541748
264,4.147030203865875,23.3352588061278,3.9546872917925846,24.843554900897267,1.5205107383118535
265,4.15988191781143,23.27783550695802,3.970792565531088,24.81378963024688,1.5475496282813843
266,4.173102119777213,23.2187657505207,3.985979468598021,24.782589642269137,1.5749793811309276
267,4.182517535316771,23.17669632494631,4.003864199890746,24.756389118669155,1.5897629813273209
268,4.197640773581217,23.10912352967915,4.022417229636563,24.726628772852543,1.6269685006311414
269,4.216417006218222,23.084501113090436,4.036964121310962,24.696464901728156,1.621921882761562
270,4.236739763517267,23.057850644590047,4.050356493367804,24.666586402741792,1.619496669631549
271,4.254508650924658,23.034549221108502,4.070736308618439,24.636487433624985,1.612444824022583
272,4.277476863945757,23.004429605515902,4.089253966732873,24.60716870420945,1.613753536794332
273,4.298586804424232,22.97674685580393,4.106014086901201,24.578033439753177,1.6128245333792675
274,4.3165967137292816,22.95686921903692,4.131896642073048,24.549243258250478,1.6030499671660625
275,4.331480294765592,22.94044212811597,4.153250134586347,24.520508125362518,1.5900863327669517
276,4.336463841505773,22.867611314029595,4.172157333268775,24.49194936634374,1.632626943562044
277,4.342009528745049,22.786565236333885,4.191852648778809,24.463808800963285,1.6839516215414063
278,4.347562735212474,22.705409270733853,4.208739250003351,24.435764981371882,1.735915564013195
279,4.354436473281655,22.60495472189645,4.221801558545781,24.40736904734147,1.8072878633954275
280,4.37537870385736,22.58697875581312,4.237300859800531,24.378354156327966,1.7966889871619693
281,4.406109833731269,22.560600393378465,4.260854454747392,24.350704343927625,1.795987549760704
282,4.421185958324103,22.516653971893906,4.27867563072498,24.32369380624366,1.81265058861304
283,4.43494671193615,22.47654181479037,4.284224951676084,24.29347422340286,1.8231731751214093
284,4.45189208043942,22.42714660703188,4.296094163357271,24.26310143986118,1.8425534291185168
285,4.471329299028276,22.37649916913857,4.309990967660202,24.23311876685691,1.8636164808780948
286,4.490714010042867,22.325988549900377,4.318414337038053,24.203320061726096,1.885221679965358
287,4.511088294016258,22.27289940664432,4.334387189744962,24.17308684991074,1.9083856003958062
288,4.52730585205312,22.23064141794608,4.3475375539055,24.14286247075868,1.9206524922115948
289,4.58203502071203,22.146273127852425,4.3596295221140515,24.112940806833628,1.9792033663461488
290,4.58203502071203,22.146273127852425,4.375505222975267,24.08331063197327,1.9480166451352257
291,4.597363045484047,22.140311124890225,4.392924656196488,24.05419444659126,1.924771265397497
292,4.617302356594228,22.13255551164773,4.41029304921533,24.024359835249903,1.9030965430427766
293,4.640787954628166,22.123420531300944,4.421600723675443,23.993941990596774,1.8833198272993685
294,4.653389505789859,22.10766243458356,4.435649354047133,23.9634598064549,1.8685274039000652
295,4.663772028780883,22.094679207410664,4.448079101777626,23.932951483813646,1.8508831408144153
296,4.663772028780883,22.094679207410664,4.459610405414356,23.901865282965424,1.8186817973836633
297,4.663772028780883,22.06586548428075,4.47527864113356,23.871504327220443,1.8154507397115898
298,4.651815218621049,22.01083655389325,4.491396171077145,23.841314187211516,1.83749357465362
299,4.645125157360375,21.98004682732901,4.499387393741859,23.809328792554858,1.8350782010707531
300,4.634856860195425,21.932788954841723,4.500543246198436,23.77755284861994,1.849646985425247
301,4.625053289612066,21.887669897503763,4.516156260076901,23.74750070453954,1.8630161550134057
302,4.616298854081491,21.84737928345586,4.533970384079954,23.718119207707765,1.872550624459273
303,4.605147196316274,21.79605591286921,4.537260202843687,23.687677675796273,1.8928395436121983
304,4.591665987704448,21.734011230355843,4.54785779972001,23.65601162792516,1.9224995931315803
305,4.584158192415335,21.699458039429043,4.558465030197045,23.625163510379913,1.925876865075981
306,4.572775037399127,21.647069247050183,4.5633121558129695,23.59277067327273,1.9457244373580687
307,4.572775037399127,21.6096555577832,4.565330547433337,23.5609876699127,1.9513463127437485
308,4.533507587783571,21.528322338615403,4.568374940346917,23.528154738185528,2.0001363350144854
309,4.473891432146112,21.404841595662283,4.555210675265631,23.495244860587242,2.0919843759718804
310,4.473891432146112,21.38675799373911,4.546930150281629,23.461570583222034,2.07609776644158
311,4.480933543519213,21.36786497073928,4.541010297987601,23.428059671012285,2.0610704547541387
312,4.491532240219442,21.33943011506652,4.535473008792838,23.394567318198803,2.0556068969628414
313,4.500599226683828,21.31510462875497,4.535669822514979,23.362294562099102,2.0474903100814674
314,4.502628252282254,21.31510462875497,4.535250672059124,23.3298329598583,2.014992424408219
315,4.50464144617571,21.31510462875497,4.5398764055352565,23.30018847056997,1.9853965249783414
316,4.506681735151786,21.31510462875497,4.5291122127454635,23.267226580468538,1.952250813980384
317,4.535579389665884,21.326860572697488,4.512925673661744,23.234053749529245,1.9073277129540187
318,4.5579178690817255,21.335948158392224,4.506796538284039,23.20035381236446,1.8651063865169124
319,4.570746832891122,21.335948158392224,4.491081648891782,23.166632089702013,1.8324164913843992
320,4.570746832891122,21.318370385905013,4.47766798493824,23.13291206577194,1.8169274008365128
321,4.570746832891122,21.29720402251093,4.471457526007658,23.099159825531366,1.8046891927698874
322,4.519613412237929,21.21207694955253,4.468208835380143,23.067247446564558,1.855882540331092
