timestamp,pos_x,pos_y,vel_x,vel_y,yaw,accel_x,accel_y,ang_vel_z,rudder_angle
1746728012.3295062,2.144473268464089,-2.660381898770958,0.5063983746342307,-0.025086871823864373,-1.098386239160172,-0.02105777304904838,0.21778900030972936,0.1258562299452342,-3.3243493896492806
1746728012.4295015,2.165591853797793,-2.7064875231578953,0.506633554218678,-0.024758088126256222,-1.085978346596913,0.1723013223703732,-0.00840703606326941,0.12167050949853093,-3.1134771060798823
1746728012.5294971,2.187292009529823,-2.752334417050978,0.5065944341302615,-0.024897107306582324,-1.0736995029821452,0.015356014244408803,0.06681843950007671,0.12481689325666886,-3.2497704467625583
1746728012.6295662,2.20951085166087,-2.797915723917471,0.5062851230766459,-0.025457714063449138,-1.0615662054354957,0.12395187101642165,-0.07035665029208121,0.12097391351716164,-3.055320580786279
1746728012.729492,2.2321945231929083,-2.8432225658563834,0.5057208572267059,-0.026277265219218766,-1.0495916437863069,0.012110195141184055,-0.0699608662347568,0.12118775594424441,-2.9974562263629276
1746728012.8295105,2.255306681197052,-2.8882399616158456,0.5049274198463221,-0.027130914027510413,-1.0377864294176642,-0.16363085432261537,0.012486258791411513,0.11753459705951848,-2.9575604636339285
1746728012.929486,2.2788314155941096,-2.9329453492774387,0.5039400280080933,-0.027796872135386314,-1.0261598714116047,-0.12019557363730801,-0.006650838419913416,0.11603118370960916,-2.844129885907475
1746728013.0295253,2.302770648405108,-2.97731012649207,0.5028017316765603,-0.028113102211507195,-1.0147212505192085,-0.24102095504263482,0.1618387809276245,0.11533152552307185,-2.58186040468089
1746728013.1295116,2.327137452421237,-3.0213037474856668,0.5015614216266936,-0.028015223123817146,-1.0034806227119275,-0.39895714414711136,0.25001809700291333,0.11333933914539082,-2.775741514721746
1746728013.2295647,2.351947435175584,-3.0648993139211944,0.500271578592114,-0.027544472376617782,-0.9924486656011532,-0.3272473625396928,0.13573003968030803,0.1101376380939344,-2.4990792991799293
1746728013.3295958,2.3772109173396854,-3.1080789972185965,0.4989859118185243,-0.026826931010618806,-0.9816360800399763,-0.31186146670489684,0.1726587987108089,0.1105165820261385,-2.3616304331106788
1746728013.4295077,2.4029278401692067,-3.150837896483312,0.4977570294818322,-0.02603353366919842,-0.9710528150145323,-0.16567645069738235,0.034985428676448986,0.11263686195486652,-2.1026978554649363
1746728013.5295374,2.4290864650254163,-3.193185357082279,0.4966342611192405,-0.02533176592406944,-0.9607075175971429,-0.4601326194281744,0.30065215961745395,0.10416501246789105,-2.1820698923466506
1746728013.6295466,2.455665684501279,-3.2351435619624906,0.49566172086025384,-0.024847448989172367,-0.9506072227966155,-0.040420897889067456,-0.0838820621665671,0.10345106164899401,-2.075624951782232
1746728013.729498,2.4826401394649813,-3.2767436909893313,0.4948766687321384,-0.024622894438772767,-0.9407575769639165,-0.35513602024077906,0.25595601633349613,0.09620353974666199,-2.039299002645507
1746728013.8295064,2.5099870893418035,-3.3180202237179195,0.49430820023271793,-0.02462494418804115,-0.9311646645290934,-0.0986194831660185,0.048522807721985764,0.0935632413399594,-1.9148611666945028
1746728013.9295416,2.5376908314412505,-3.359006443786431,0.4939762771686138,-0.024766920394015113,-0.9218338937235773,-0.13591696975508194,0.11648101045464673,0.09411900958690297,-1.7173773768508271
1746728014.0295258,2.56574594445423,-3.3997304430252253,0.4938911090503794,-0.024919455524835894,-0.9127700001390433,-0.0002499527368295465,-0.024409337868062153,0.09161572212960278,-1.832876628847481
1746728014.1296198,2.594158331676982,-3.4402125766129714,0.49405289149380316,-0.024956889532986738,-0.9039779304791915,-0.253725057852266,0.2370062688846825,0.08864245433829046,-1.5274759998524625
1746728014.2295384,2.6229423429008922,-3.480465965097566,0.494451906844402,-0.024791654376477575,-0.8954615913667344,0.09684711760737175,-0.0777927534279845,0.08649454303338741,-1.5426100374832548
1746728014.3294919,2.6521165094893084,-3.5204983588668592,0.49506899246804303,-0.024388477902160782,-0.8872235825393363,0.14374707378933096,-0.13337871364648074,0.07637825108998086,-1.467246003926778
1746728014.429529,2.6816984056050783,-3.5603150787473585,0.4958763741080252,-0.023774397097795892,-0.8792649559529058,0.04869039668356297,0.07298629800662873,0.07793474139456448,-1.293366467431451
1746728014.5294971,2.7117001679393815,-3.5999218375714066,0.49683884683366264,-0.023009054711832146,-0.8715854560871765,0.3470097635057786,-0.20173999645621568,0.07709729138210919,-1.3333139585966387
1746728014.6294987,2.7421263145267005,-3.6393260124896614,0.497915266379004,-0.02218021536980243,-0.8641856549882022,0.06264427152265137,0.09808653088964722,0.07106555840029158,-1.0757580017079462
1746728014.7295568,2.772971606065186,-3.678538144456664,0.49906029148055614,-0.021383604546580674,-0.8570657172631196,0.1906605840094018,0.009907613161525115,0.06765394698522437,-1.2841389140947417
1746728014.8295121,2.804221791880624,-3.717571204222957,0.500226303155105,-0.020689649513267266,-0.8502254361674075,0.05523830612479849,0.1711974974878079,0.0659666606514716,-1.024839036882491
1746728014.929531,2.835856036036463,-3.7564384976186935,0.5013654121618422,-0.02012919269339025,-0.8436642939822321,0.24213344014904498,0.031522968442224276,0.06248426387398317,-0.8256497943848202
1746728015.0295188,2.867850039180698,-3.7951510027278235,0.5024314586966536,-0.019690646995961878,-0.8373812886240338,0.34178102957539214,-0.14863469806106627,0.05786724875739494,-0.9186124648547767
1746728015.1295009,2.9001789737973453,-3.8337149250900433,0.5033819100759509,-0.019328415195105066,-0.8313746410104648,0.13413499782637,0.010593422700354436,0.057490721008094915,-0.8551531325234641
1746728015.2295215,2.9328189704806027,-3.872130672781071,0.5041795713226009,-0.019001495990090513,-0.8256403910224474,-0.06157205144089653,0.1996614241622744,0.05570336039798056,-0.7496198329368229
1746728015.3295302,2.9657481180796283,-3.910392462235478,0.5047940385158006,-0.018615796655684014,-0.8201720325012337,0.40391050222917235,-0.2845039447452098,0.05562048776552579,-0.6618068886858608
1746728015.4295805,2.998949710268725,-3.948486015957505,0.5052028404525226,-0.018106695777516033,-0.814967859662122,0.06617112731021511,0.039723745886024765,0.05199234594419501,-0.6427854902248343
1746728015.5295467,3.0324072647827123,-3.9863941196105412,0.5053922258559872,-0.017473639638012586,-0.8100252244079729,0.046674284473606054,0.06627556172816919,0.049182008361140034,-0.5373818731227145
1746728015.6295469,3.066102573063695,-4.024099711277443,0.5053575807295527,-0.016740362630293392,-0.805340346059092,0.08078118703420312,-0.10230208557207018,0.046151707237924174,-0.45536477461917124
1746728015.7295833,3.1000147775476568,-4.06158818040542,0.5051034733134121,-0.015951285480300077,-0.8009091457398024,-0.15555471259845605,0.1559301408278844,0.04294750015396576,-0.3609342820057476
1746728015.8295696,3.134120013081227,-4.0988491921823025,0.5046433332132791,-0.015160346540221165,-0.7967274454637088,0.23489308432350964,-0.2795732463795737,0.04354184689017253,-0.18492152874203555
1746728015.929611,3.1683919765574697,-4.135877573650656,0.503998783410295,-0.014417484016002236,-0.7927909248123906,-0.11680531617136197,-0.010628962335170251,0.038375264906679765,-0.3025936262566822
1746728016.0296075,3.202803350728982,-4.172673216996172,0.503198655260206,-0.013756797677232261,-0.7890949644301367,-0.15190905537124,0.008456727495769367,0.03699615363301946,-0.334675783936631
1746728016.1295884,3.23732780788658,-4.209240172722703,0.5022777273662608,-0.01318991780277829,-0.7856345618543185,-0.26652468989413014,0.10509121218606983,0.03334573481665075,-0.22447944143837661
1746728016.229588,3.2719421142183327,-4.245585342049943,0.5012752394925205,-0.012705384881923036,-0.7824043195127189,-0.0994702282579068,-0.057869458825637446,0.02911383838412482,-0.1480474198127348
1746728016.3296118,3.3066278620652336,-4.28171721254841,0.5002332417553146,-0.01227585770317469,-0.7793984672079445,-0.11381011134743846,-0.02782941825232273,0.032138007615064836,-0.19082903666255524
1746728016.4296732,3.341372550724642,-4.31764492209443,0.49919484664845204,-0.011860853366581355,-0.7766109836171564,-0.10427951759354775,-0.13139977526169996,0.02165174309176511,0.05839548807996249
1746728016.529599,3.3761700724134753,-4.353377619130772,0.4982024561449841,-0.011423196972513129,-0.7740363276031696,-0.24010613900870406,0.07604499195701124,0.01917506461399659,0.036329087286301825
1746728016.6296165,3.411019750283402,-4.388925030123534,0.4972960371804526,-0.010939351032887379,-0.7716689496389689,0.04190496293359136,-0.200062604194014,0.02419549963347245,-0.025612209002829855
1746728016.7296176,3.445925061888263,-4.424298136901976,0.49651151718359127,-0.010401641933444712,-0.7695032862405785,-0.28673465168906587,0.21318599728114057,0.022396158546830428,0.09163673920257888
1746728016.8297045,3.4808920658459996,-4.45950998565061,0.4958793656120937,-0.009819109222180787,-0.7675336933407801,-0.1463971525350633,0.01612785158742398,0.020789007161378235,0.13573939018579131
1746728016.9297588,3.515927900137492,-4.4945762905960525,0.49542341846426263,-0.00921341799666002,-0.7657544122602551,0.1745917364468491,-0.30502039624918736,0.013959512946171388,0.06765094445972468
1746728017.0296106,3.55103959162055,-4.5295156224760005,0.4951599914104372,-0.008612688011723697,-0.7641595350756746,-0.10277091184366123,0.0855064513510545,0.016602420763743162,0.11066587890654066
1746728017.1296527,3.586233367319271,-4.564349018901146,0.4950973140549051,-0.008041735268564196,-0.7627430507113537,-0.09088179245270905,0.0061682548248711035,0.017764920268972532,0.28130738338642997
1746728017.229604,3.621514522689565,-4.599098991818773,0.4952353036989723,-0.007517889634383227,-0.761499094212105,0.14874404344657965,-0.179887970325105,0.007159736837466476,0.2542967287118302
1746728017.3296206,3.656887462291564,-4.633788367878947,0.495565682435337,-0.00704683727922375,-0.760421829023689,-0.3340726580821031,0.4014786828193083,0.0132782564873293,0.03173312791233229
1746728017.4295738,3.6923560342549435,-4.668438869756992,0.496072427385623,-0.006622150978908313,-0.7595055629418658,0.16706414786239648,-0.1758556752838634,0.006122859879557019,0.18853810792194475
1746728017.5296414,3.7279237093965647,-4.703069942322821,0.49673253048774924,-0.006229374732827529,-0.7587446216038464,0.16206490637820822,-0.1109506703389194,0.008345561076824421,0.29357414885266275
1746728017.6296394,3.7635935921430472,-4.73769786917972,0.4975170322807544,-0.0058482607419762305,-0.7581332736344771,0.08186206031845626,0.03359618649203284,0.010113545819451354,0.24810545535172218
1746728017.729561,3.7993682375243627,-4.772335233738315,0.4983922837518698,-0.005460240901086156,-0.7576658852700785,0.047477727184843416,0.08746492720397897,0.005484167948101873,0.05253300497641972
1746728017.82958,3.835248999607303,-4.806991038344304,0.4993213818059373,-0.005053651028280305,-0.7573367274602688,0.1692187103941425,-0.029830614029786654,0.0027015963268656067,0.3864379733228416
1746728017.9295857,3.8712353128795254,-4.84167107683943,0.5002657178275836,-0.004625306580792876,-0.757139997814521,0.14364439428780257,-0.06708340002560254,-0.0006735599983978241,0.32965204049599656
1746728018.0295973,3.9073239884738546,-4.876378487467583,0.5011865750448976,-0.004180659335233901,-0.7570698913280389,0.37952064229439236,-0.14750249994527848,-0.00022281243640748986,0.31842245640643296
1746728018.129653,3.9435086837621642,-4.9111143278618,0.5020467091933285,-0.003731982786423265,-0.7571206728162965,0.16158475966291405,0.0032346717639463937,0.0011008503984664784,0.18324358618553502
