timestamp,rudder_angle
1746729118.3660939,6.965712356454782
1746729118.4659438,6.876667067213471
1746729118.5660172,6.813318939272917
1746729118.6660268,6.622112826562975
1746729118.7659786,6.82080205960328
1746729118.8660128,6.549391405004966
1746729118.9660597,6.402330116989678
1746729119.0658917,6.318563067456333
1746729119.1658595,6.399745822301866
1746729119.2660077,6.042428782038732
1746729119.366075,6.032774139486915
1746729119.4659543,6.009486871382082
1746729119.5660138,6.026330926698886
1746729119.6659908,5.636000559393766
1746729119.7659261,5.8207053247464104
1746729119.8661225,5.657754689033443
1746729119.9660304,5.325291681412896
1746729120.0662344,5.591818608440166
1746729120.1662207,5.219076321312887
1746729120.2660174,5.180951435058569
1746729120.365981,5.08796606037534
1746729120.4660242,4.909141229974945
1746729120.565919,4.734860949406966
1746729120.6658587,4.8354742390584295
1746729120.7660196,4.550811959016081
1746729120.8661883,4.300171288047491
1746729120.9660752,4.514990851033353
1746729121.0659046,4.080570484659722
1746729121.1661725,4.126781774603517
1746729121.2659352,3.884958440491152
1746729121.3659315,3.682048378983236
1746729121.4661198,3.6727342862479437
1746729121.56627,3.6293450282408237
1746729121.6661794,3.1305194603076067
1746729121.7662005,3.115306878916473
1746729121.8661077,3.1009557241058734
1746729121.9660766,2.904548838202937
1746729122.0660794,2.807445153576864
1746729122.1661904,2.7894335566862885
1746729122.266065,2.5156062789760854
1746729122.3660202,2.3742627444714683
1746729122.465975,2.141705278715723
1746729122.566057,2.1281970609161784
1746729122.6659572,2.1515662606265615
1746729122.7659202,1.8342453651623813
1746729122.8660028,1.901313667902232
1746729122.96587,1.6634599381371329
1746729123.0658646,1.5079486139726501
1746729123.1659172,1.4514872433948072
1746729123.2658238,1.1909252114016609
1746729123.3659437,1.1876413013174796
1746729123.465919,1.1820290904407678
1746729123.565991,1.171955308395424
1746729123.6658573,0.7811741036588253
1746729123.7658613,0.8870608320289611
1746729123.86582,0.6133270592407533
1746729123.9658196,0.5422738204325885
1746729124.0658803,0.5029768337810007
1746729124.1658442,0.491934658606158
1746729124.2658317,0.37127640791469807
1746729124.3658242,0.2631914069323747
1746729124.465776,0.18878962676883165
1746729124.5660572,0.14900736295666217
1746729124.6657984,0.17559602919921166
1746729124.7658536,0.17191403936284305
1746729124.8657901,-0.10222478478118441
1746729124.9659562,0.0843394686492872
1746729125.0657911,-0.21030323435194825
1746729125.1658053,-0.13327756428720297
1746729125.2658248,-0.30920441629291634
1746729125.3659172,-0.14686795209325393
1746729125.4658275,-0.5078773330126756
1746729125.5658536,-0.4161714891115697
1746729125.665816,-0.49535176270267667
1746729125.7658086,-0.5436887917273874
1746729125.8657925,-0.6161852093659624
1746729125.965848,-0.7729192346506364
1746729126.0660248,-0.7737571211649299
1746729126.1658216,-0.599805997160523
1746729126.265817,-0.650624560291379
1746729126.3657985,-0.6345823166852222
1746729126.4658306,-0.730487660037307
1746729126.565847,-0.5844335198714592
1746729126.6658423,-0.7628659002771754
1746729126.7658794,-0.807183937792332
1746729126.86586,-0.7989759803822504
1746729126.9658198,-0.5659137704976398
1746729127.0659263,-0.7294522803635177
1746729127.165835,-0.6994458532325853
1746729127.265898,-0.8523714671109239
1746729127.3658452,-0.7579109073901934
1746729127.465915,-0.6739098733971424
1746729127.5659742,-0.7310776201300747
1746729127.66596,-0.8033622285566145
1746729127.7659733,-0.6549788268708076
1746729127.8658533,-0.7440975211068872
1746729127.9659069,-0.6977074051551022
1746729128.0659063,-0.6575166256300685
1746729128.165896,-0.7040215239361373
1746729128.2659447,-0.676835172126087
1746729128.365825,-0.7947527402277409
1746729128.4658706,-0.8067671934168094
1746729128.5658746,-0.8256195130974353
1746729128.6658876,-0.7660420879250852
1746729128.765842,-0.623668823769673
1746729128.8659456,-0.8552965295309056
1746729128.9659302,-0.7338640277785377
1746729129.0658474,-0.8181454936201159
1746729129.1659725,-0.6099008613052129
1746729129.2658753,-0.5357296026003477
1746729129.3658233,-0.7056215748961784
1746729129.4658544,-0.669650266111927
1746729129.5658362,-0.5954261813016435
1746729129.6658604,-0.8211868756282504
1746729129.7658474,-0.6651174836033712
1746729129.8658302,-0.8928396775789116
1746729129.9658277,-0.6561372411373428
1746729130.0658133,-0.7158149471936949
1746729130.16583,-0.5637099409875074
1746729130.2658043,-0.5615240714551887
1746729130.3658035,-0.517068269784166
1746729130.4657936,-0.6761462451098628
1746729130.5658255,-0.6765198959429506
1746729130.6658516,-0.5664484578908118
1746729130.7658284,-0.4490933073770216
1746729130.865816,-0.5197313443947482
1746729130.9658453,-0.44274438429127766
1746729131.0658383,-0.5025637932832872
1746729131.1658053,-0.4746291861231265
1746729131.2658455,-0.27564735796339385
1746729131.3658311,-0.34951830259715005
1746729131.4658341,-0.4580951254065327
1746729131.5658448,-0.34411547579645363
1746729131.6658,-0.25959889239526746
1746729131.7657976,-0.3040375019759687
1746729131.8657997,-0.24777428686267702
1746729131.9658048,-0.18374018767161898
1746729132.065797,-0.11612447385270949
1746729132.1658037,-0.4500432824916512
1746729132.2657928,-0.3681700964666411
1746729132.3658106,-0.25727638258477453
1746729132.4657996,-0.33061722907028274
1746729132.5658276,-0.3857646324715093
1746729132.6658297,-0.358601604283727
1746729132.7658174,-0.2870582568497826
1746729132.8658078,-0.30291536046008943
1746729132.965784,-0.22779812800121282
1746729133.0658023,-0.3413145620139313
1746729133.1658363,-0.30309550593475443
1746729133.2658155,-0.07967639253668413
1746729133.3658168,-0.16570001179086746
1746729133.4657972,-0.04476799615110311
1746729133.5658035,-0.2635770346959412
1746729133.6658037,-0.22309731391553111
1746729133.7658305,-0.14468780830371777
1746729133.8658535,-0.21244410446920148
1746729133.9658232,-0.172406801006936
1746729134.0658479,-0.06837846664471145
1746729134.1657822,-0.04284409145737872
1746729134.265794,-0.022137114893956325
1746729134.3657908,-0.14937667052412534
1746729134.4658093,-0.1377217080743905
1746729134.5659304,-0.11457772594689228
1746729134.665809,-0.1969384073817347
1746729134.7658536,0.01214560333563866
1746729134.865817,-0.1851909151571575
1746729134.9657993,-0.07122515952951634
1746729135.0658007,0.010428668801412841
1746729135.165804,-0.12440101079223734
1746729135.2658224,0.06897623404495594
1746729135.3657784,-0.06049114226355664
1746729135.4658232,-0.09227112078405034
1746729135.5658245,0.020359746157034432
1746729135.6658268,-0.06508310190748105
1746729135.7658057,-0.11357233947126738
1746729135.8657959,-0.15265351494774732
1746729135.9658537,-0.22211712940448172
1746729136.0658221,-0.06779061055413836
1746729136.165839,0.0005950257991332274
1746729136.2658162,0.02616073519935645
1746729136.3658478,0.09472272377869247
1746729136.4658067,0.01340645437754066
1746729136.5658538,-0.04766919377037375
1746729136.6657999,0.05818278224625471
1746729136.7658098,-0.14414367577676235
1746729136.8657997,-0.11514199290100315
1746729136.965822,-0.07566287801526791
1746729137.0657947,0.03993192185239534
1746729137.1658077,-0.11949096958805437
1746729137.2659457,-0.0012681722219916322
1746729137.365868,0.023342340535330353
1746729137.4658256,0.0399549486731207
1746729137.565832,-0.0009900453103317305
1746729137.6658413,0.09321731829154734
1746729137.7658463,0.0031387283281190882
1746729137.8658698,-0.04816799499645413
1746729137.9658332,-0.03501513573330018
1746729138.0658104,-0.025245596987742654
1746729138.1658313,-0.08706814390551529
1746729138.2658057,0.12803680046130275
1746729138.3658059,-0.03800582652492047
1746729138.465819,0.10559458874412724
1746729138.5658567,-0.10895201768427994
1746729138.6658347,-0.016978212845940106
1746729138.7658396,5.842915416833315
1746729138.8658023,11.51962965966785
1746729138.9658027,17.021587282460814
1746729139.0658073,22.987112667618728
1746729139.1658638,28.55777213987023
1746729139.2659345,32.53417721253023
1746729139.3658154,34.1869643461214
1746729139.4658039,34.50525148963686
1746729139.565831,34.95158126718107
1746729139.6658125,34.93944749861717
1746729139.7659366,34.915089619422865
1746729139.8658345,35.00712685671211
1746729139.9658232,35.071192408144015
1746729140.0657914,34.87368070530322
1746729140.1658752,34.79293066335437
1746729140.2658234,35.137111569729704
1746729140.3658419,34.99831570844027
1746729140.465796,35.07316237545684
1746729140.5658066,35.07474671044466
1746729140.6657937,35.13991897639251
1746729140.765811,35.078169445032884
1746729140.8658473,34.92807455750072
1746729140.96579,34.93989244860333
1746729141.0657897,35.01202946678436
1746729141.165794,35.07319774953762
1746729141.2658105,34.94348878336153
1746729141.3658469,35.06383736469484
1746729141.4657805,33.090945030616844
1746729141.5658252,30.48209298903368
1746729141.665795,27.649922340849077
1746729141.7657993,24.80355268466447
1746729141.865804,22.3967010649742
1746729141.965801,19.917714032252015
1746729142.0658107,17.85029166162477
1746729142.1657865,16.199517121405943
1746729142.265803,14.476416337506574
1746729142.3657894,12.934294656235776
1746729142.465796,11.69342342836372
1746729142.5657907,10.435050349182328
1746729142.6657894,9.186405858104592
1746729142.765822,8.383569824626
1746729142.8658268,7.456775142580542
1746729142.965804,6.292917113924474
1746729143.0658019,5.43579798187924
1746729143.1658025,4.626328256903444
1746729143.2657907,3.764109637163486
1746729143.3657904,2.973751553262217
1746729143.465776,2.32043443199833
1746729143.5659778,1.5516672490006698
1746729143.6660116,0.9300259600844258
1746729143.7658062,0.4180199232512535
1746729143.8658383,-0.38673029464835895
1746729143.9658346,-0.8551320079266218
1746729144.065886,-1.2229770107442994
1746729144.165827,-1.6739010242055163
