timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,yaw
1746443793.258915,-1.128474309711184,-1.1616074906972291,-0.003662889840635195,0.5075908439399107,-0.04050672360582195,-0.0011667564897572822,-2.9004499786480586
1746443793.3589156,-1.1786917029273538,-1.1703210258096657,-0.0049232202597409135,0.5087565740653202,-0.041154225452194035,-0.0014220252560479224,-2.87867229985879
1746443793.4589283,-1.2288233768252315,-1.180095603100522,-0.005968341029331707,0.50955547027619,-0.041711972744543586,-0.001617716818633389,-2.8569333239885024
1746443793.558929,-1.27880899097157,-1.1909231510734817,-0.0067562060239429655,0.5099589234107111,-0.04224443084647101,-0.0017465123733374486,-2.8352582278208294
1746443793.6589174,-1.3285879330145456,-1.202785755328293,-0.007256076057349392,0.5099547024299226,-0.042790019549981906,-0.001803889887012274,-2.813671162475001
1746443793.7589762,-1.3781009014985184,-1.215658697479218,-0.0074497988058199165,0.5095473262389211,-0.0433587980828531,-0.0017882869941844388,-2.7921944576203948
1746443793.858906,-1.4272910586410195,-1.2295141446387798,-0.007332513268117304,0.5087577533946454,-0.04393119450477778,-0.001701142641270294,-2.7708487138046163
1746443793.9589286,-1.476104992192358,-1.24432436796922,-0.006912725676787746,0.5076223832604704,-0.044470312269098713,-0.0015468123270769895,-2.7496534051007337
1746443794.0589173,-1.5244937878428568,-1.260063641750163,-0.006211740670218003,0.5061913994644336,-0.044936904849143616,-0.0013323585018794298,-2.7286273565786074
1746443794.1589036,-1.5724142432885146,-1.2767089092747095,-0.005262480160409199,0.5045265275347993,-0.045300125960284744,-0.0010672252779464486,-2.707789187832591
1746443794.2589476,-1.619830146455937,-1.2942395362021701,-0.004107766402687665,0.5026983150093192,-0.04554788495812849,-0.0007628136286510938,-2.687157742087889
1746443794.3589122,-1.6667136036599073,-1.312636293957203,-0.002798177968383335,0.5007830693684839,-0.04568985280925942,-0.00043197877603065,-2.666751932918228
1746443794.458929,-1.713046044632453,-1.3318804189598477,-0.0013896193269286258,0.4988596052028972,-0.04575329609462236,-8.84751689414781e-05,-2.6465904948261256
1746443794.5589159,-1.7588186867544175,-1.3519531028732898,5.9239236212017495e-05,0.49700595411528087,-0.04577495615994236,0.00025362427909108323,-2.6266916338348762
1746443794.6589193,-1.8040323177658315,-1.3728355791171711,0.0014894992537420801,0.4952961825167365,-0.045792884572434356,0.0005805086444544831,-2.607072583906706
1746443794.7589066,-1.8486962188925036,-1.3945100113078883,0.0028444229640413898,0.49379744604258957,-0.04582847036021614,0.0008791851970420479,-2.5877494729043162
1746443794.8589122,-1.8928261559008261,-1.416961188456357,0.004071569126319756,0.4925673885714511,-0.04588932772910921,0.0011379904360561417,-2.5687380593116824
1746443794.9589207,-1.9364426116112565,-1.4401771353556652,0.005124634364103537,0.4916519720997166,-0.04597155913099305,0.0013470383388412225,-2.5500527285946544
1746443795.0589225,-1.97956831787237,-1.4641503477782927,0.005964977338367829,0.49108380828375287,-0.04604097787487357,0.0014985904873465472,-2.5317068978972004
1746443795.1589482,-2.0222255330388745,-1.488878963443924,0.006562792235922279,0.4908810399130492,-0.04606133559844464,0.0015873364114911063,-2.5137145975576303
1746443795.2589219,-2.0644351621425687,-1.5143651015397546,0.006897964014136379,0.49104680131655554,-0.04600209061627259,0.0016105756968049173,-2.4960886368003448
1746443795.358936,-2.106215588626638,-1.540613816220731,0.006960621713388869,0.4915692778043477,-0.04583833199926772,0.0015682948430500304,-2.478840817612944
1746443795.458904,-2.1475822537574705,-1.567631278369278,0.006751379550673097,0.4924223600666415,-0.04555786134048073,0.0014631361135314044,-2.4619817019559593
1746443795.5589182,-2.1885478545763353,-1.5954225421760149,0.006281269324982679,0.49356686763177154,-0.04517406630342839,0.00130025958985991,-2.4455199784213804
1746443795.658929,-2.229122445969167,-1.6239898481568789,0.005571362553971743,0.4949522940221867,-0.04468075906642157,0.0010871036809247724,-2.429462380525621
1746443795.7589204,-2.2693120595310754,-1.653332985272286,0.00465201826915978,0.4965189992046743,-0.04409720266549939,0.0008330544962902917,-2.413817247564256
1746443795.8589046,-2.309120624923016,-1.6834460685604113,0.003561784744011895,0.49820074940077014,-0.04343964297356806,0.0005490395624350305,-2.3985908539935608
1746443795.9588995,-2.348548933674918,-1.7143181485821006,0.0023459665063663227,0.4999275031048604,-0.042740180956992106,0.00024706215597494557,-2.383789670659979
1746443796.0589182,-2.387595746705255,-1.7459317048061453,0.0010548671868144512,0.5016283221121356,-0.0419992596784958,-6.0303250201395066e-05,-2.3694175353369147
1746443796.1589034,-2.4262550420787994,-1.7782655204375517,-0.00025825762894069343,0.5032342866109398,-0.04121371967047053,-0.00036043327765519724,-2.355480722814856
1746443796.2589097,-2.46451811828496,-1.8112926860641196,-0.0015394660659598803,0.5046812829129586,-0.0403965225379192,-0.0006411719055414995,-2.3419836936959504
1746443796.3589416,-2.5023740167355153,-1.844980846754834,-0.002736440509653595,0.5059125573355633,-0.039559060133647655,-0.0008913206880711613,-2.3289283299496164
1746443796.4589102,-2.5398094871866235,-1.879293233598671,-0.0038007691551922803,0.5068809375498357,-0.03868391436414668,-0.0011010837060421567,-2.316314358318139
1746443796.558913,-2.5768079465833664,-1.91419088489706,-0.0046900994363388675,0.5075506315838964,-0.037758468196270184,-0.0012624490625816266,-2.3041427475749323
1746443796.658942,-2.6133520038306512,-1.9496318158239656,-0.005370022876129916,0.5078985304240738,-0.03678864296964172,-0.0013694910509691085,-2.2924133101249033
1746443796.7589114,-2.6494248698968303,-1.9855716132302685,-0.0058155362799761825,0.5079149732664001,-0.03578288048743682,-0.0014185826837193006,-2.2811247180623786
1746443796.8589263,-2.6850115692220595,-2.0219644146177123,-0.006012030855672082,0.5076039546561644,-0.03475361412042744,-0.001408511691299257,-2.2702749267652287
1746443796.9589033,-2.720100432675112,-2.058763733259387,-0.005955763069663277,0.5069827729045789,-0.03372636934227838,-0.0013404966215069918,-2.2598607680204115
1746443797.0589151,-2.7546839711141873,-2.095923774547052,-0.005653785174343036,0.5060811430404265,-0.03270069410521806,-0.0012181039856955633,-2.249877900944183
1746443797.158927,-2.7887576804503293,-2.133402228790316,-0.005123385859117055,0.5049398175144109,-0.03167975929301029,-0.0010470711493782842,-2.2403242456563737
1746443797.258911,-2.8223222114417488,-2.171160002561931,-0.004391091439867222,0.5036087729489871,-0.030679853481193356,-0.0008350426407848347,-2.2311970028299792
1746443797.358915,-2.8553835406750503,-2.209162273679349,-0.00349125775663337,0.5021450473145562,-0.02970889733105588,-0.0005912326100965615,-2.2224923692182292
