timestamp,angular_vel_x,angular_vel_y,angular_vel_z,is_valid,linear_acc_x,linear_acc_y,linear_acc_z,linear_vel_x,linear_vel_y,linear_vel_z,orientation_w,orientation_x,orientation_y,orientation_z,position_x,position_y,position_z,propeller,rudder,speed,turn_rate
1745737783.3234332,-0.061744749546051025,0.05130909010767937,0.11834051460027695,False,0.579177737236023,-0.6511973142623901,-9.734644889831543,-0.040790296392179314,0.010791343579556897,0.0510379748414101,0.7075128364543051,-0.034982804295309304,0.023526571632769076,-0.7054419112040539,9.660685957459352,28.192125582019067,0.009915227062519134,800.0,35.0,0.03302969881013819,66.66711543164371
1745737783.391737,-0.0676255151629448,0.03510083258152008,0.1163514032959938,False,0.8408626317977905,-0.2521962523460388,-10.578630447387695,-0.04613006259874843,0.008497410071304069,0.05981681866138369,0.6070009637226652,0.029533984138973634,0.01765721190041363,-0.7939557901347772,9.661341753409454,28.19470397058534,0.015617110189870541,800.0,35.0,0.056081709873485194,214.52506251555155
1745737783.4972842,0.014846381731331348,0.02822396159172058,0.09202388674020767,True,-0.2192060649394989,-0.14865460991859436,-8.805721282958984,-0.05292562328817612,0.010932496610133034,0.07046410337936268,0.6079340164219531,0.025162420675610746,0.05325214868153326,-0.7918000334198124,9.662307640198334,28.19850154123575,0.022507984090666296,800.0,35.0,0.04266966649216365,0.5446881851638942
1745737783.5896463,-0.07123202830553055,0.012159749865531921,0.10282649099826813,False,0.09774885326623917,-0.6651298403739929,-9.841310501098633,-0.058124534190049496,0.023240425449086357,0.08487169351751622,0.629782783688051,0.021785516145324934,-0.004568191384099927,-0.776452296206206,9.662744446998596,28.19806977300616,0.03063120096970766,800.0,35.0,0.059782763663364075,35.486294098528994
1745737783.7328868,-0.16155686974525452,-0.024313507601618767,0.11014308035373688,False,0.4013565182685852,-0.4291989803314209,-9.979958534240723,-0.06415067992399173,0.02947031975978865,0.09762572448827064,0.6518280873881835,0.009436927712970033,0.005097276435335336,-0.7582909116296624,9.663443069605535,28.19737920901776,0.039946432656663214,800.0,35.0,0.04364700063270233,22.18904227209394
1745737783.826765,-0.032982293516397476,-0.010271472856402397,0.0876101404428482,False,0.6376699209213257,0.11196007579565048,-9.137346267700195,-0.0883595516714886,0.020421694070590166,0.10430319134356214,0.6076737087906957,0.045050475713614695,-0.008787311222992936,-0.7928593200839656,9.663877826241174,28.196949467304123,0.050451509009947736,800.0,35.0,0.08328911074790074,69.28133633507726
1745737783.9261193,0.042050883173942566,0.01147145964205265,0.0665367990732193,False,0.42629575729370117,0.38172170519828796,-9.501615524291992,-0.08531971030209802,-0.010529233638925195,0.041689426465452456,0.5973162064392017,0.06380188531471712,-0.013348866073059854,-0.7993525359501478,9.664349839669768,28.196482898555004,0.0042011083873190564,800.0,35.0,0.3845467852890723,12.892415327635018
1745737783.977785,0.0028453052509576082,0.03241217881441116,0.058197230100631714,False,0.5615221858024597,-0.09002465009689331,-9.263628959655762,-0.08001465941472692,-0.0036982967260415804,0.054816155097895176,0.6589014384832141,-0.010964508883424933,0.010535358592992011,-0.7520755813939273,9.664612802294387,28.196222969206804,0.009240722574928483,800.0,35.0,0.14246465833922423,157.25775513182035
1745737784.0868044,0.2843592166900635,0.08449359238147736,-0.15789353847503662,False,1.1445828676223755,-0.2181299924850464,-9.847776412963867,-0.08105247911088219,1.1870382179861305e-05,0.06639455593556606,0.6832497283815917,-0.02772822125850629,0.004351421145950942,-0.7296451326133349,9.665121535513878,28.19572010422993,0.015150016580301772,800.0,35.0,0.0766949720671398,35.98309715628824
1745737784.1918402,0.2936946749687195,0.0653267651796341,-0.19667302072048187,False,0.7973859310150146,-0.3266731798648834,-9.659716606140137,-0.046632205468872694,0.0051755091036563595,0.04169536502113444,0.6247443587841254,-0.021896008194115517,0.01796820225781866,-0.780315445637338,9.665626847620702,28.195220620903154,0.01982536736574879,800.0,35.0,0.055352454209742864,84.04761299760578
