timestamp,angular_vel_x,angular_vel_y,angular_vel_z,linear_acc_x,linear_acc_y,linear_acc_z
1745660744.146187,-0.023371685296297073,0.07076330482959747,0.1583022177219391,-0.19305385649204254,1.0523911714553833,-9.00559139251709
1745660744.1462376,0.048081666231155396,0.08969388157129288,0.17271631956100464,0.08745257556438446,1.0015100240707397,-8.877628326416016
1745660744.1462715,0.11856190860271454,0.0930311530828476,0.18663235008716583,0.08292797952890396,0.6008847951889038,-9.883222579956055
1745660744.1484265,0.1448037326335907,0.09030504524707794,0.19200147688388824,0.7705472707748413,0.10207048803567886,-10.327726364135742
1745660744.1509104,0.12476694583892822,0.09524456411600113,0.2035716325044632,0.5772848129272461,-1.008485198020935,-10.13381576538086
1745660744.1852593,-0.12099272012710571,0.09864881634712219,0.1828618347644806,-0.25813180208206177,-0.7104174494743347,-9.05673885345459
1745660744.187701,-0.10172224044799805,0.1244421973824501,0.20634882152080536,0.0568954162299633,-0.11366579681634903,-8.442358016967773
1745660744.1906343,-0.09218166768550873,0.10728534311056137,0.22350195050239563,0.522366464138031,-0.0874311551451683,-9.62812614440918
1745660744.1923547,-0.014642244204878807,0.121146060526371,0.23663561046123505,0.7032539248466492,0.33125966787338257,-10.392248153686523
1745660744.2284563,-0.03113795444369316,0.13735762238502502,0.24530120193958282,0.5086377859115601,0.2801834046840668,-10.114340782165527
1745660744.2305787,-0.035741642117500305,0.09427342563867569,0.24814972281455994,0.27486222982406616,-0.7234066724777222,-9.601578712463379
1745660744.2316933,-0.10785405337810516,0.11113838106393814,0.2527742385864258,0.06811372190713882,-0.7428747415542603,-9.692514419555664
1745660744.236231,-0.1908472329378128,0.11821244657039642,0.24885022640228271,0.32879310846328735,-0.8607316017150879,-10.236654281616211
1745660744.2715807,-0.2171827256679535,0.09588289260864258,0.2361009120941162,0.14455613493919373,0.880650520324707,-9.652125358581543
1745660744.277114,-0.2340758740901947,0.09607382863759995,0.2204654961824417,0.4095892906188965,0.8252266645431519,-9.509936332702637
1745660744.2803564,-0.1306195855140686,0.12407630681991577,0.21982069313526154,0.29069623351097107,1.5187714099884033,-9.51881217956543
1745660744.2832668,-0.12175573408603668,0.1389959752559662,0.22443625330924988,-0.041980039328336716,1.379676103591919,-9.335358619689941
1745660744.284991,0.006177516188472509,0.1091415137052536,0.2532151937484741,0.5508214235305786,0.03378518298268318,-9.11902904510498
1745660744.3156707,0.08839976787567139,0.1457468420267105,0.27641114592552185,0.7032152414321899,1.2510082721710205,-9.883966445922852
1745660744.31806,-0.0237831212580204,0.24236366152763367,0.37169376015663147,0.8509458303451538,1.7971665859222412,-13.410125732421875
1745660744.3192134,-0.09822973608970642,0.20779719948768616,0.3536476492881775,0.5135332345962524,1.7800976037979126,-7.695067405700684
1745660744.3220496,-0.008791530504822731,0.09604009240865707,0.352555513381958,0.6959702372550964,-0.41136249899864197,-7.159482002258301
1745660744.3582425,0.056753646582365036,0.1986076533794403,0.34967032074928284,0.6232675313949585,2.4967055320739746,-11.845651626586914
1745660744.3605664,-0.10533709824085236,0.19709129631519318,0.35681331157684326,-0.08205483108758926,-1.2277300357818604,-12.825055122375488
1745660744.3626034,0.13290122151374817,0.1999991089105606,0.3743968605995178,1.0940086841583252,-0.3875131607055664,-6.168187618255615
1745660744.3637488,-0.1938510686159134,0.1838015615940094,0.38184478878974915,0.8549678921699524,-0.3381924033164978,-7.091941833496094
1745660744.3665838,-0.0782017856836319,0.11949484050273895,0.3857576251029968,0.7768055200576782,-0.1976325809955597,-12.797002792358398
1745660744.4030488,-0.08904725313186646,0.23162761330604553,0.3703998923301697,0.935982346534729,1.7867450714111328,-11.717350959777832
1745660744.4051728,-0.09662706404924393,0.19163253903388977,0.36525169014930725,0.3385356366634369,-0.610377848148346,-7.93135929107666
1745660744.4071534,-0.12312205135822296,0.13492907583713531,0.3759428858757019,0.582726776599884,1.1218509674072266,-7.915980339050293
1745660744.4104433,-0.12201468646526337,0.160896897315979,0.3810155987739563,0.5316397547721863,-0.1544257551431656,-12.012903213500977
1745660744.443456,0.02905862405896187,0.21786871552467346,0.391301691532135,-0.050133656710386276,1.3287670612335205,-10.433650016784668
1745660744.4461012,-0.10253515094518661,0.19011233747005463,0.4001704752445221,0.3311719298362732,0.22398731112480164,-7.492833614349365
1745660744.4479778,0.039167944341897964,0.15254701673984528,0.40082746744155884,1.0808448791503906,0.9488420486450195,-8.530134201049805
1745660744.4493458,-0.017711829394102097,0.19325026869773865,0.3936052918434143,0.45178213715553284,1.340690016746521,-12.204750061035156
1745660744.4504313,0.04086831584572792,0.19713295996189117,0.38921481370925903,0.806351363658905,0.0926557406783104,-11.044990539550781
1745660744.486921,0.012877414003014565,0.1864805817604065,0.39197832345962524,0.780862033367157,0.23373091220855713,-7.570803165435791
1745660744.4905493,-0.040460504591464996,0.1688753068447113,0.39800047874450684,0.2753714621067047,-0.03071582317352295,-9.056014060974121
1745660744.4912043,-0.03747972846031189,0.1879112869501114,0.4017818570137024,0.8081604838371277,0.19049230217933655,-10.957602500915527
1745660744.4934704,-0.032391518354415894,0.21044643223285675,0.4039997458457947,0.6481280326843262,0.5328669548034668,-10.084704399108887
1745660744.5310476,-0.04185406118631363,0.18738064169883728,0.4006616473197937,0.9117766618728638,0.5524698495864868,-8.734044075012207
1745660744.5329537,-0.04715863615274429,0.1576301008462906,0.40049582719802856,0.7768911123275757,0.7041264772415161,-10.099472045898438
1745660744.5361767,0.02351273223757744,0.15697155892848969,0.41384997963905334,0.5939383506774902,0.22896066308021545,-8.900988578796387
1745660744.5396225,0.022300878539681435,0.16262157261371613,0.41990628838539124,0.8375975489616394,0.6169530153274536,-9.895423889160156
1745660744.573893,0.03456120565533638,0.16687020659446716,0.4168357253074646,0.5762450695037842,0.5422132611274719,-10.5612211227417
1745660744.5760581,0.033773332834243774,0.16631677746772766,0.41702359914779663,0.9425758123397827,0.29869869351387024,-9.613367080688477
1745660744.5771458,-0.0013782671885564923,0.13712581992149353,0.4148539900779724,1.222722053527832,0.39527714252471924,-9.561469078063965
1745660744.579502,0.017293689772486687,0.14036744832992554,0.41220682859420776,0.766473650932312,0.3577868938446045,-10.463831901550293
1745660744.6170273,-0.018826086074113846,0.14806772768497467,0.4134252667427063,0.799953818321228,0.2024722546339035,-10.117155075073242
1745660744.6190517,0.0015962288016453385,0.135989710688591,0.42039576172828674,0.8706392049789429,0.2291235476732254,-9.111196517944336
1745660744.6212864,-0.015186378732323647,0.12663938105106354,0.4245034158229828,0.860916256904602,0.5414817929267883,-9.555630683898926
1745660744.6239312,0.005979358218610287,0.12859070301055908,0.4273052215576172,0.6007602214813232,0.6788605451583862,-10.539087295532227
1745660744.6253278,0.04645448550581932,0.13591721653938293,0.4281081557273865,0.8458186984062195,0.9261369705200195,-9.797891616821289
1745660744.6614943,0.04531926289200783,0.12170503288507462,0.42405423521995544,0.7858061194419861,0.7865633964538574,-9.332972526550293
1745660744.662002,0.07389576733112335,0.11552891880273819,0.4250068664550781,0.7315998673439026,0.6048698425292969,-10.049882888793945
