timestamp,angular_vel_x,angular_vel_y,angular_vel_z,linear_acc_x,linear_acc_y,linear_acc_z
1745732521.1975763,-0.0007098176283761859,-0.006618824787437916,-0.010141512379050255,0.3219160735607147,0.21723458170890808,-9.75511360168457
1745732521.1976018,0.017174597829580307,-0.0019278693944215775,-0.009652158245444298,0.18707804381847382,0.21337804198265076,-9.77888298034668
1745732521.2,-0.003286212682723999,-0.0062723830342292786,-0.009315671399235725,0.3547617197036743,0.043959107249975204,-9.792004585266113
1745732521.203397,0.01393844187259674,-0.0065437257289886475,-0.01190322358161211,0.19182254374027252,0.31751012802124023,-9.764469146728516
1745732521.2377195,-0.00043929199455305934,-0.004675702657550573,-0.00986606813967228,0.29557913541793823,0.30674514174461365,-9.751180648803711
1745732521.246293,0.012163052335381508,-0.0009089095401577652,-0.010054799728095531,0.23278000950813293,0.09612561762332916,-9.800125122070312
1745732521.2463784,-0.005517947021871805,-0.004928062669932842,-0.009828539565205574,0.33198922872543335,0.1468774378299713,-9.754192352294922
1745732521.2464292,0.014739720150828362,-0.004841330461204052,-0.011541387066245079,0.1828906089067459,0.22915109992027283,-9.795204162597656
1745732521.2789543,-0.004726889543235302,-0.004244801122695208,-0.012068505398929119,0.3443114161491394,0.03406430780887604,-9.807741165161133
1745732521.2827568,0.010187542997300625,-0.0030758578795939684,-0.009824482724070549,0.2020513117313385,0.33473214507102966,-9.752120018005371
1745732521.28389,0.001498471712693572,-0.0023903404362499714,-0.009599166922271252,0.3056468069553375,-0.0015982761979103088,-9.818136215209961
1745732521.2867239,0.002718582982197404,-0.004850257188081741,-0.009684043936431408,0.24607738852500916,0.31119292974472046,-9.748207092285156
1745732521.2903852,0.007314200047403574,-0.0007483623921871185,-0.010983911342918873,0.23918402194976807,0.027884960174560547,-9.832579612731934
1745732521.3213904,-0.0022472862619906664,-0.004621639847755432,-0.011682294309139252,0.30640798807144165,0.24519777297973633,-9.752758979797363
1745732521.3232172,0.010906961746513844,8.705900836503133e-05,-0.010744558647274971,0.1945064663887024,0.17231228947639465,-9.772140502929688
1745732521.3252347,-0.006229010410606861,-0.0029847067780792713,-0.00895475409924984,0.3521416485309601,0.07814884185791016,-9.776793479919434
1745732521.3287094,0.01029664184898138,-0.0031357661355286837,-0.01153198815882206,0.18047472834587097,0.3019431531429291,-9.770545959472656
1745732521.3667758,-0.0017259379383176565,-0.00048374367179349065,-0.009265934117138386,0.32898780703544617,-0.003225821303203702,-9.808935165405273
1745732521.3689537,0.005815434735268354,-0.003492094576358795,-0.009665700607001781,0.21736624836921692,0.3540632426738739,-9.75474739074707
1745732521.3705902,0.0026237880811095238,-0.0011145598255097866,-0.01009210292249918,0.25672903656959534,-0.011656783521175385,-9.830122947692871
