timestamp,propeller,rudder
1745732036.9664626,800.0,35.0
1745732037.0458503,800.0,35.0
1745732037.1318324,800.0,35.0
1745732037.3184772,800.0,35.0
1745732037.3639443,800.0,35.0
1745732037.444686,800.0,35.0
1745732037.51838,800.0,35.0
1745732037.6045036,800.0,35.0
1745732037.7052507,800.0,35.0
1745732037.8155053,800.0,35.0
1745732037.91056,800.0,35.0
1745732038.0120206,800.0,35.0
1745732038.1221843,800.0,35.0
1745732038.218945,800.0,35.0
1745732038.3045645,800.0,35.0
1745732038.4082334,800.0,35.0
1745732038.5148811,800.0,35.0
1745732038.6147768,800.0,35.0
1745732038.7051442,800.0,35.0
1745732038.8087661,800.0,35.0
1745732038.922699,800.0,35.0
1745732039.0126169,800.0,35.0
1745732039.1155999,800.0,35.0
1745732039.2108784,800.0,35.0
1745732039.308768,800.0,35.0
1745732039.419331,800.0,35.0
1745732039.5101533,800.0,35.0
1745732039.60865,800.0,35.0
1745732039.7241557,800.0,35.0
1745732039.8039606,800.0,35.0
1745732039.9077036,800.0,35.0
1745732040.0176566,800.0,35.0
1745732040.1096172,800.0,35.0
1745732040.2097323,800.0,35.0
1745732040.3215382,800.0,35.0
1745732040.4183195,800.0,35.0
1745732040.5125754,800.0,35.0
1745732040.6290102,800.0,35.0
1745732040.7220852,800.0,35.0
1745732040.8021412,800.0,35.0
1745732040.9149294,800.0,35.0
1745732041.0091588,800.0,35.0
1745732041.1088178,800.0,35.0
1745732041.2163239,800.0,35.0
1745732041.3163552,800.0,35.0
1745732041.4109015,800.0,35.0
1745732041.5115721,800.0,35.0
1745732041.6182096,800.0,35.0
1745732041.712416,800.0,35.0
1745732041.804124,800.0,35.0
1745732041.9091322,800.0,35.0
1745732042.0130892,800.0,35.0
1745732042.1181192,800.0,35.0
1745732042.2147486,800.0,35.0
1745732042.4069607,800.0,35.0
1745732042.4088135,800.0,35.0
1745732042.5155952,800.0,35.0
1745732042.6107318,800.0,26.169149731651252
1745732042.7174642,800.0,25.198973710171952
1745732042.8190632,800.0,28.896564064975376
1745732042.913022,800.0,30.553481259480566
1745732043.0117881,800.0,28.87303179874431
1745732043.1191995,800.0,29.13308012339888
1745732043.2084851,800.0,29.52877542191865
1745732043.3105798,800.0,31.2226296054129
1745732043.4167972,800.0,23.771160953230872
1745732043.5120482,800.0,23.914579876041486
1745732043.6093366,800.0,24.34800466656198
1745732043.7183797,800.0,19.816691994142996
1745732043.820316,800.0,17.933183549011286
1745732043.9099982,800.0,17.461701672621384
1745732044.0184522,800.0,17.54394097562681
1745732044.1213276,800.0,17.539617321233024
1745732044.217432,800.0,18.63682619540799
1745732044.3145938,800.0,19.4244674430673
1745732044.408806,800.0,-4.272167800403006
1745732044.5050893,800.0,-6.335349887343245
1745732044.6209893,800.0,9.471589025986413
1745732044.713016,800.0,9.714527121069573
1745732044.8090732,800.0,9.41654339952163
1745732044.9200704,800.0,9.689367956513927
1745732045.0183368,800.0,-11.822199154872406
1745732045.1081326,800.0,-14.124680234751079
1745732045.2192752,800.0,6.77835360375653
1745732045.307886,800.0,7.146934262961866
1745732045.4180481,800.0,0.7804121945140173
1745732045.5052063,800.0,0.6769953579072293
1745732045.608744,800.0,-5.735590025006818
1745732045.7045555,800.0,-6.489748329366816
1745732045.8113682,800.0,-10.900096411225437
1745732045.922271,800.0,-12.212316819439478
1745732046.0338273,800.0,9.676846722884402
1745732046.1048357,800.0,11.252221124487976
1745732046.2189765,800.0,-21.521025906639363
1745732046.3119059,800.0,-21.39939226728735
1745732046.4246795,800.0,-3.8123718256618226
1745732046.5236955,800.0,-3.6027718739118004
1745732046.6058662,800.0,-0.011312613695563249
1745732046.711075,800.0,2.651837220790382
1745732046.8148496,800.0,-3.020149819742919
1745732046.9136126,800.0,-2.5994487735369676
1745732047.021946,800.0,-12.990352675128372
1745732047.1221995,800.0,-13.93363037543434
1745732047.2212155,800.0,-8.454932020491603
1745732047.310802,800.0,-8.880750972412898
1745732047.4192233,800.0,-8.348240760406577
1745732047.5158136,800.0,-8.694855876532753
1745732047.614101,800.0,-15.73183875364909
1745732047.717224,800.0,-16.937642434440612
1745732047.810863,800.0,-12.984650887069755
1745732047.9071047,800.0,-13.879451848399494
1745732048.0371885,800.0,-13.063593178364306
1745732048.1089656,800.0,-13.93546384039395
1745732048.2079465,800.0,-0.9500515745009525
1745732048.315502,800.0,-0.38638446453778663
1745732048.4135323,800.0,-10.535952461222895
1745732048.513585,800.0,-14.779233208300665
1745732048.6040852,800.0,-8.8744687203019
1745732048.7163682,800.0,-9.46826518548843
1745732048.8118722,800.0,-10.191004674820958
1745732048.9211245,800.0,-8.563479079773673
1745732049.0113409,800.0,-19.009343504902706
1745732049.1067212,800.0,-20.95023237146281
1745732049.2329383,800.0,-1.3201693938552361
1745732049.3176503,800.0,-1.011028977172177
1745732049.4122756,800.0,-7.698755392937289
1745732049.5248578,800.0,-8.21171360016408
1745732049.6441486,800.0,1.6377206545858718
1745732049.7131922,800.0,2.2235798569260394
1745732049.818991,800.0,4.904737428557277
1745732049.9197989,800.0,8.05043499365538
1745732050.016079,800.0,-1.6685171880445848
1745732050.1239865,800.0,-1.7334967417054723
1745732050.2138836,800.0,-3.2348780559857975
1745732050.3260767,800.0,-2.6099809567041894
1745732050.41687,800.0,0.4568876002381931
1745732050.517823,800.0,0.47290636016590337
1745732050.6129308,800.0,5.006600469165323
1745732050.717677,800.0,5.566900126355182
1745732050.818221,800.0,-2.4194899781023667
1745732050.914425,800.0,-2.8930946760381535
1745732051.0155776,800.0,-0.9711880857127919
1745732051.1534853,800.0,-1.2313301581656353
1745732051.241852,800.0,-1.219828739796016
1745732051.331556,800.0,-1.4322574559120136
1745732051.4603581,800.0,-3.0569492277643455
1745732051.539385,800.0,-3.4577137165888967
1745732051.6419864,800.0,-0.23138795277752772
1745732051.7188625,800.0,-2.201038843325063
1745732051.8479824,800.0,-4.098376321999901
1745732051.946686,800.0,-4.589794414556001
1745732052.036023,800.0,-3.5182616754613503
1745732052.1280406,800.0,-2.2245922606526918
1745732052.2144816,800.0,-4.584584618525263
1745732052.3255007,800.0,-4.993210202308964
1745732052.4451804,800.0,-4.337656215024776
1745732052.5123575,800.0,-3.3048030295360857
1745732052.6378603,800.0,1.6105220163437013
1745732052.742275,800.0,2.0532044050455456
1745732052.8493462,800.0,-1.9966244129791915
1745732052.9118826,800.0,-6.805896795767364
1745732053.0392587,800.0,-4.615678501398414
1745732053.1249218,800.0,-5.086517982660296
1745732053.2416124,800.0,-11.072809386130336
1745732053.355225,800.0,-10.599473143046433
1745732053.4231148,800.0,-4.658224930923197
1745732053.5057812,800.0,-4.873348735178207
1745732053.6100464,800.0,-5.7695918280963125
1745732053.7089598,800.0,-3.843668327312916
1745732053.814122,800.0,-5.315150150021071
1745732053.9178834,800.0,-5.480770364263452
1745732054.0101347,800.0,-4.4935465448075025
1745732054.109969,800.0,-4.631116733198052
1745732054.2140222,800.0,4.332177006961677
1745732054.3095834,800.0,5.197459239524317
1745732054.409038,800.0,-7.5358073606963725
1745732054.5188825,800.0,-8.17505958240026
1745732054.6086614,800.0,-2.846762705839928
1745732054.7084496,800.0,-2.8279442050173027
1745732054.8307707,800.0,-2.9503248737254606
1745732054.9059558,800.0,-2.955302605666448
1745732055.0064428,800.0,-3.7685196648337214
1745732055.1141033,800.0,-3.951669520530847
1745732055.2127576,800.0,-5.3759055283917085
1745732055.3073246,800.0,-5.631195351739443
1745732055.4179387,800.0,-6.577424858412725
1745732055.5171342,800.0,-6.865175795383047
1745732055.610962,800.0,-6.855947111881291
1745732055.7045422,800.0,-7.1740212311377505
1745732055.8133578,800.0,-6.372567292489555
1745732055.9071887,800.0,-6.5410497692668566
1745732056.0063705,800.0,-3.7044879047483885
1745732056.1215296,800.0,-3.6161454164139832
1745732056.219447,800.0,-4.676592969231144
1745732056.3072402,800.0,-4.806767702541289
1745732056.4181674,800.0,-4.66150875316701
1745732056.5101557,800.0,-4.8140339443129525
