timestamp,angular_vel_x,angular_vel_y,angular_vel_z,is_valid,linear_acc_x,linear_acc_y,linear_acc_z,linear_vel_x,linear_vel_y,linear_vel_z,orientation_w,orientation_x,orientation_y,orientation_z,position_x,position_y,position_z,propeller,rudder,speed,turn_rate
1745737274.6688697,0.1745128631591797,-0.024335723370313644,0.4473700523376465,True,1.033652424812317,0.537540078163147,-9.96002197265625,0.029841691941261253,0.046670376695880096,0.23545868573051962,0.7756700116564224,-0.017287510416707494,0.02609961604461858,-0.6303617890091701,9.561863330532711,28.189387537540565,0.06461529934683616,800.0,-35.0,0.0,0.0
1745737274.730034,0.1745128631591797,-0.024335723370313644,0.4473700523376465,True,1.033652424812317,0.537540078163147,-9.96002197265625,0.029841691941261253,0.046670376695880096,0.23545868573051962,0.7756700116564224,-0.017287510416707494,0.02609961604461858,-0.6303617890091701,9.561863330532711,28.189387537540565,0.06461529934683616,800.0,-35.0,0.0,0.0
1745737274.8263211,0.16757285594940186,-0.05964815616607666,0.454195499420166,True,1.029400110244751,0.7363550662994385,-9.792017936706543,0.029841691941261253,0.046670376695880096,0.23545868573051962,0.7756700116564224,-0.017287510416707494,0.02609961604461858,-0.6303617890091701,9.561863330532711,28.189387537540565,0.06461529934683616,800.0,-35.0,0.0,0.0
1745737274.8958836,-0.06734814494848251,-0.04791165143251419,0.4807220995426178,False,0.6783396005630493,0.3340182900428772,-9.783543586730957,0.05542476715723704,0.053534410624659814,0.27585612374726903,0.7865002647767105,-0.018770666566583313,0.004697976211231726,-0.617286744230207,9.564049962466466,28.18698264976425,0.08992954886938248,800.0,-35.0,0.10764864707644595,28.50422989463058
1745737274.9751868,-0.0766083225607872,-0.038933999836444855,0.4796447157859802,False,0.45357340574264526,0.48259419202804565,-9.886244773864746,0.0937596739265161,0.012387661751163053,0.1363881366969914,0.8121131998292818,-0.0055947901651607415,0.014479690661390807,-0.5832933974805504,9.56651958502779,28.184266525016337,0.011023569022087757,800.0,-35.0,0.8740817599968772,61.38639980261817
1745737275.081953,-0.0742899477481842,-0.009599240496754646,0.4698338508605957,True,0.4396730065345764,0.9981762170791626,-9.641496658325195,0.0971197203322819,0.010354600609656619,0.18232976462779518,0.8068597753671114,-0.008359691059113314,0.0021720884794360863,-0.5906798629474076,9.569746845292025,28.180717139936643,0.026881693936615894,800.0,-35.0,0.09404782584750784,9.91009505214633
1745737275.1777787,-0.06615091860294342,-0.013581039384007454,0.4664885103702545,False,0.530537486076355,0.8577189445495605,-9.641851425170898,0.08730427933347837,-0.0006673255481689823,0.23221616755031588,0.8339831908982865,-0.00792978406216907,0.013337762732883647,-0.5515716271792094,9.572098105891259,28.172578736681185,0.047537591633910185,800.0,-35.0,0.09786739019910373,56.82531120408267
1745737275.2721589,-0.050514984875917435,-0.0010889563709497452,0.45309653878211975,True,0.5666537284851074,0.7004661560058594,-9.670320510864258,0.08706250342899546,-0.00026190097684620806,0.2785027231301216,0.8347048014342229,-0.009435977210830195,0.0004473885360719013,-0.5506166149329579,9.574418963091386,28.164545568516363,0.07304966105432012,800.0,-35.0,0.09263161267089541,1.6103659919994648
1745737275.3882143,-0.03653087466955185,-0.025529060512781143,0.4261306822299957,False,0.5405312776565552,0.886494517326355,-9.588302612304688,0.06978520340065882,-0.00861269197910547,0.3290866926161317,0.8655924942571915,0.0017518170680914606,0.02272286854986014,-0.5002301832830961,9.576667651540856,28.16033803393966,0.10330551043538784,800.0,-35.0,0.07380521916678484,58.10160579224028
1745737275.4777832,-0.009443140588700771,-0.027481069788336754,0.4241178035736084,True,0.5302944183349609,0.8946634531021118,-9.656915664672852,0.051524122715538176,0.013752543122684856,0.12189230603561865,0.8684388732292736,0.01773436644490954,0.014695336971147194,-0.495261004705975,9.578458494675893,28.156987176503673,0.009666248309410574,800.0,-35.0,0.03553491318111603,7.5663638241996605
