timestamp,angular_vel_x,angular_vel_y,angular_vel_z,linear_vel_x,linear_vel_y,linear_vel_z,orientation_w,orientation_x,orientation_y,orientation_z,position_x,position_y,position_z
1745729272.2732358,-0.0392662689259819,-0.5162376617905771,0.492330909907167,0.0068350265035003735,0.011412970217474554,-0.015120008144744382,0.7078735770795072,-0.02056614651553714,-0.0011367687442648978,-0.7060387668159493,9.582402437688085,28.18626510956333,-0.0010166891611001585
1745729272.4924474,-0.0392662689259819,-0.5162376617905771,0.492330909907167,0.009245799740757753,0.017479455840610406,-0.02554791641351802,0.7247288057952415,-0.04019079823579237,-0.01751166703673981,-0.6876381310728539,9.583812118001212,28.185380887830057,-0.003042340020612708
1745729272.4949806,0.17678891434090124,-0.5353203321087353,-0.49998234170883005,0.011702951284699626,0.02138549118922295,-0.012664735857661258,0.6575721930397568,0.007739366277243374,-0.010313335107007155,-0.7532811880496434,9.585566153763503,28.184091738754077,-0.004461761165611434
1745729272.5372558,0.17678891434090124,-0.5353203321087353,-0.49998234170883005,0.013455601779221312,0.02666722502643455,-0.008828359775387989,0.6379342469408462,-0.0063547322169080645,-0.03436601871000379,-0.7692974006952646,9.587761433989233,28.1824322859679,-0.005410753810487912
1745729272.6090825,-0.2084659138019368,-0.5800410896946888,0.33880060349456453,0.015365180149032915,0.017617417147415455,0.025655800658034585,0.6898842246767272,-0.004684555310298735,0.0009208294716823723,-0.7239039739888296,9.584373332935089,28.184480578469373,0.0019252655765141606
1745729272.7079325,-0.2084659138019368,-0.5800410896946888,0.33880060349456453,0.01730813408103222,0.016914915163514337,0.037807606747210676,0.701695977870583,-0.032845822315332125,-0.011460427060744462,-0.7116267035519825,9.586118462895708,28.18291907206397,0.005120355415528401
1745729272.800188,0.11130089163853851,-0.4151521191099942,-0.27541978066466255,0.005103075206111618,0.011670999542705403,0.07092213369993378,0.6772116906606095,0.00947690986969337,-0.004248761805060709,-0.7357149327253354,9.587302273745237,28.18189478289639,0.010962416354382512
1745729272.8983474,0.11130089163853851,-0.4151521191099942,-0.27541978066466255,0.0021229336757635792,0.008108425896284436,0.09685124880674267,0.6667197646740245,-0.001969392331885882,-0.022266494290242803,-0.7449732076517108,9.588054208697091,28.18159221682531,0.01937038323297237
1745729273.000846,0.10327645484563251,-0.31848459995851736,0.1082149227325504,-0.01994413683011275,0.0036584145818141017,0.1457164717125647,0.7219691883654673,-0.004476539486221346,0.007353548458613921,-0.6918716477571569,9.588675582276075,28.182709667782632,0.03191799640291741
1745729273.1004107,0.10327645494749986,-0.31848459988015726,0.10821492269273066,-0.02143013857989691,0.025011769915181465,0.10502416640084927,0.7257410032402957,-0.011725087920585676,-0.0076921007295397085,-0.6878250868610349,9.607836862849991,28.16206411806825,0.008400606457026066
1745729273.203138,0.35539786450924604,-0.16852017127271327,0.183363154565515,-0.02198827750030865,0.029134274537724516,0.15237512146977425,0.7646326244733606,-0.0011904939345931242,0.017434577559343023,-0.6442294372508135,9.610649212340071,28.16407765738422,0.021417019286707834
1745729273.299193,0.35539786450924604,-0.16852017127271327,0.183363154565515,-0.02481742193713342,0.0385347611819231,0.19590961171689353,0.7705266080011167,0.007128133753861473,-0.00044789826076165225,-0.6373678180286705,9.613676980572007,28.166729025461827,0.038850537779767894
1745729273.4069052,0.17331801944528366,-0.232367641513881,0.06739537105437939,-0.027256759540104966,0.027697293089237993,0.24195990209477167,0.7818335568624247,-0.01255204314777229,0.023190457361994432,-0.6229293204401344,9.61702204866207,28.169608661243487,0.06072343313295105
1745729273.5138562,0.17331801991209445,-0.2323676411475591,0.06739537089012955,0.002789889151507245,0.051542255106263285,0.09016619487601413,0.7842244824099651,-0.012934656666656762,0.008748831052583323,-0.6202806734059602,9.641046863991988,28.135325312499404,0.00666952911898096
1745729273.5977416,0.07591167626114521,-0.1472520256951097,-0.023815575430497296,0.005448755541193585,0.04534809516555609,0.13421569601953262,0.810032162211659,-0.01768047335670305,0.029485534644827352,-0.5853767165606233,9.646488541391767,28.136099057800525,0.017623604848389193
1745729273.7050972,0.07591167626114521,-0.1472520256951097,-0.023815575430497296,0.005455736313827929,0.04324898573852326,0.17642825230596287,0.809590946771355,-0.018950300580966483,0.02127775421057852,-0.5863025176387241,9.651817270288214,28.136978634790907,0.03285137903256842
1745729273.8013673,0.16886143022774203,-0.024854482144275963,-0.1315080034096066,0.0050846800416865625,0.04086364558059886,0.2173792863455214,0.8221349878845516,-0.012151038887278252,0.031442253550665565,-0.5682937608681654,9.657244245615937,28.137657718356078,0.05222341956908612
1745729273.9089549,0.1688614304033925,-0.024854482006819254,-0.13150800347397518,0.055697974582600944,0.09573199980531104,0.08733196970484045,0.8184922955464414,-0.00612208581905608,0.025540813828147154,-0.5739168485288936,9.73772984950703,28.062566958081014,0.006121190395514732
1745729274.0074885,0.2925168509061483,0.10116558174814053,0.10982314836405349,0.069859798791221,0.08675018080180448,0.12834882341375714,0.8559257653231651,-0.0038969837504080913,0.03286793813383696,-0.5160383671941782,9.749364538323993,28.06023598925033,0.016225339986773148
1745729274.1022727,0.2925168509061483,0.10116558174814053,0.10982314836405349,0.06982364261169814,0.08909033067143945,0.1663166088719861,0.8585346328398755,0.011412238199971034,0.029667064855603994,-0.5117693917152732,9.761107270348782,28.05764088783276,0.030302592623631205
1745729274.2050166,0.3566335287489329,0.17423404131202763,0.05549078422882055,0.07086621065267162,0.08346145355946165,0.2075480841057879,0.8683730319368969,0.0005284629564304925,0.033963527679362775,-0.49474688166697733,9.773077353133438,28.05515209561413,0.048335479748895
1745729274.3098319,0.3566335278536338,0.1742340406086958,0.0554907845298619,0.0830730931326525,0.0576915050122912,0.08609010254881168,0.8692653867083443,0.020416009952940052,0.03269813939392714,-0.49284044648199216,9.77140086378082,28.028612693948087,0.006025219297288313
1745729274.4026246,0.17278253653006548,-0.005288311466042528,0.11577537410816277,0.08908295886795288,0.04480636328095939,0.12594155083051875,0.893342560739727,-0.012092399724329645,0.029523223871680517,-0.4482423700322372,9.781099812760045,28.024099755404766,0.016032919788856695
1745729274.4987397,0.17278253653006548,-0.005288311466042528,0.11577537410816277,0.08837588131927039,0.04461427880621155,0.16456304369238653,0.8960012217261287,-0.0043218050512197626,0.02548306304465936,-0.4432987098607956,9.790804548812167,28.019558677672975,0.029987443483157537
1745729274.6035433,-0.21442318145940015,0.2142415506033458,-0.07314573907371391,0.10745593336124096,0.027202375756284883,0.17166332997943548,0.9064761139057248,-0.024105360163311437,0.039594101346079755,-0.41970500791433124,9.801120061367842,28.013953174164122,0.04547760061527453
1745729274.6996806,-0.21442318314134706,0.21424154928279066,-0.07314573849939522,0.1623373253167234,-0.04675628449250431,0.03604177796164515,0.9041478724145989,-0.0294694108336633,0.053710573536087484,-0.4228041543358998,9.816946151729985,27.909290576419988,0.0020967736061844443
1745729274.8008955,0.011188896671677356,0.08618782276676767,0.4254576563475894,0.1724395570006563,-0.05262623730087649,0.0328727083682289,0.919379237648037,-0.010928995791051362,0.026333401071372737,-0.39233777083111415,9.824769838605562,27.893668394623074,0.004633001234135917
1745729274.905603,0.011188896671677356,0.08618782276676767,0.4254576563475894,0.18239780905077677,-0.05970103712937183,0.03996575732423755,0.9274006809251265,-0.008161370947801396,0.030301846511453557,-0.3727508110545979,9.833553434971257,27.87714201403549,0.00768755814113604
1745729274.999338,-0.008191828662103457,-0.2575550857590107,-0.04330083358770964,0.20963940585676807,-0.034951304311628774,0.005583608016808267,0.9050997799688973,0.009779178727626753,0.006336609162687046,-0.42503953151205365,9.843560939800817,27.8594277273121,0.008709262004147249
