timestamp,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
1746728131.0762982,2.920511095247386,2.4749451275616936,-0.00246177567178915,0.5024319808556937,0.021242062833435132,-0.0005223947245335726
1746728131.176306,2.9543611947058177,2.5120901431630305,-0.0020923166616913505,0.5017691773990601,0.02164247813505578,-0.0004166512348454188
1746728131.2763388,2.9884699404881676,2.5489028946392924,-0.0016387270511920033,0.5010411745817498,0.021610552629578946,-0.00029523923622485417
1746728131.3762848,3.0228537816012158,2.5853539523938145,-0.0011209838153568453,0.5002789224089205,0.02120156860795765,-0.0001633788879315752
1746728131.47631,3.0575232831208257,2.6214235136626027,-0.0005617575029208083,0.4995142992180235,0.02055267970465413,-2.6639096627345218e-05
1746728131.5763285,3.092480029672518,2.657105260620334,1.4840020809651379e-05,0.49877870575126865,0.019830293861510462,0.00010931151111454724
1746728131.6762812,3.127716302007524,2.692407272436542,0.0005845217184747566,0.4981017549935675,0.01919235676320293,0.00023894449803118026
1746728131.776308,3.1632172208831895,2.7273500550880523,0.0011239536685907856,0.4975101090483626,0.018751807721702506,0.0003570925612017288
1746728131.8763084,3.1989647500512493,2.761962139412979,0.0016116891949011377,0.497026494194694,0.018553547759603835,0.00045914501493123756
1746728131.9763165,3.234942342723815,2.7962744641877033,0.0020289284034634095,0.4966689088600702,0.018570360080456656,0.0005412140998011538
1746728132.0762954,3.2711389725620488,2.830314960267368,0.002360134416141135,0.49645002979092173,0.018717059506060306,0.0006002700387871034
1746728132.1762815,3.3075515293656963,2.864104622643287,0.0025935075258976988,0.49637681836400455,0.0188784450674474,0.0006342433341417167
1746728132.2763102,3.344185069468855,2.897655870429251,0.002721297666875972,0.4964503302446049,0.018941651904479117,0.000642092562136682
1746728132.3762827,3.3810510470184894,2.9309732847078775,0.0027399505000564144,0.4966657340428806,0.018824432533081865,0.0006238354610859483
1746728132.4763117,3.418164084254641,2.9640562671883504,0.0026501150240135396,0.49701254469892775,0.018494350675710588,0.0005805410582341918
1746728132.5763087,3.4555381114327592,2.9969027590537,0.002456553518070621,0.49747507398692864,0.017972363551846202,0.0005142811516456254
1746728132.6763208,3.4931829344524914,3.029512781448159,0.0021679723040152316,0.49803309203663015,0.01732205425653188,0.00042804098234752556
1746728132.776328,3.5311019215705928,3.0618909050550385,0.0017967519573034107,0.498662681670117,0.01663021747590955,0.0003255911561489004
1746728132.8762925,3.569291236385302,3.0940470216597413,0.0013585361100903835,0.4993372536388697,0.015980095662067758,0.00021132546148180546
1746728132.9762864,3.607740672423117,3.1259952302269,0.0008716508937440771,0.5000286780425847,0.015432649063970827,9.007173384261284e-05
1746728133.0762985,3.6464353720189036,3.1577516543616633,0.00035636462073530107,0.5007084777645421,0.015014078033860992,-3.311511295811315e-05
1746728133.1763103,3.6853581587238105,3.1893314974440474,-0.00016597002842999486,0.5013490254793481,0.014711978253112164,-0.00015316767363860725
1746728133.2762809,3.7244917438614724,3.2207462870828887,-0.000673839098478213,0.5019246864935364,0.014482671188488104,-0.00026521782880406687
1746728133.3762858,3.7638202995454106,3.2520020132298333,-0.0011465053080357184,0.5024128549967883,0.014265991975963243,-0.00036479590742250357
1746728133.4763122,3.803329989871572,3.2830987639933813,-0.0015649156549640993,0.5027948401018782,0.01400714724736614,-0.00044800871779237817
1746728133.5762856,3.843008583518142,3.3140317585350667,-0.0019125298240030468,0.503056568741397,0.01366274700394288,-0.000511689607445075
1746728133.6762865,3.88284504316994,3.344792590195569,-0.0021760218820555933,0.5031890833637742,0.01320638610914314,-0.0005535154901785645
1746728133.77629,3.922828342908742,3.3753716786547003,-0.0023458183120142672,0.5031888212980496,0.012648879181188927,-0.0005720872672204441
1746728133.8763163,3.9629457077879624,3.4057616663971455,-0.0024164368815906,0.5030576720375767,0.012030676674338965,-0.0005669716882002852
1746728133.9762945,4.003182051844071,3.4359592544316566,-0.002386617779104334,0.5028028175920307,0.01140231970834668,-0.000538704288252427
1746728134.076286,4.0435202754105,3.465965827280686,-0.0022592690499829106,0.5024363668240382,0.010811657356449745,-0.0004887541118696478
1746728134.176325,4.083942226775905,3.49578704698853,-0.002041246909816498,0.5019748002372293,0.010292708249956251,-0.0004194520017338384
